Event Code,Cruise,Date (Standard),Time (Standard),Date/Time (Standard),GMT Diff,Date/Time (GMT),Lat,Long,DecLat,DecLong,Port Obs,Stbd Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir T,Wind spd T,Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species 1,Species 2,sp1 Percent,sp2 Percent,Effort (on/off),Off effort code,Transect (on/off),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera 1,First frame 1,Last Frame 1,Photographer (Cam 2),Camera 2,First frame 2,Last Frame 2,Comments
W,CalCOFI0907M2,7/26/2009 7:32:00,,7/26/2009 7:32,8:00:00,7/26/2009 15:32,,,33.84758759,-120.0326996,AMH,KPM,G,3.5,LF,100,,,NG,,,2.0,3,,,,74,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/26/2009 8:23:00,,7/26/2009 8:23,8:00:00,7/26/2009 16:23,,,33.88542938,-119.8772278,AMH,KPM,F,3.5,OV,100,,,NG,,,3.0,3,,,,74,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI0907M2,7/26/2009 8:33:00,,7/26/2009 8:33,8:00:00,7/26/2009 16:33,,,33.89317703,-119.846077,AMH,KPM,,,,,,,,,,,,76,AMH,1,74,32,,1000,,,,,,9,,,0,Gg,,,,ON,,ON,,9,,,,,,,,,,,,"SUBGROUPS 76A-76C SEPARATE SUBGROUPS, SPREAD OVER LARGE AREA, WIDELY DISPERSED. SP/SE IN LOGGER, GG"
SE,CalCOFI0907M2,7/26/2009 8:33:00,,7/26/2009 8:33,8:00:00,7/26/2009 16:33,,,33.89317703,-119.846077,AMH,KPM,,,,,,,,,,,,76,AMH,1,74,32,,1000,,,,,,9,,,0,Gg,,,,ON,,ON,,9,,,,,,,,,,,,"SUBGROUPS 76A-76C SEPARATE SUBGROUPS, SPREAD OVER LARGE AREA, WIDELY DISPERSED. SP/SE IN LOGGER, GG"
W,CalCOFI0907M2,7/26/2009 8:33:00,,7/26/2009 8:33,8:00:00,7/26/2009 16:33,,,33.89317703,-119.846077,AMH,KPM,G,3.5,OV,100,,,NG,,,2.0,3,,,,74,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
C,CalCOFI0907M2,7/26/2009 8:39:00,,7/26/2009 8:39,8:00:00,7/26/2009 16:39,,,33.89844513,-119.8259277,AMH,KPM,G,3.5,OV,100,,,NG,,,2.0,3,,,,74,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,OFF TRANSECT LINE (SKIPPING STATIONS 83/55 AND 83/51 AND TRANSITTING AROUND LEEWARD SIDE OF ISLANDS)
SE,CalCOFI0907M2,7/26/2009 8:52:00,,7/26/2009 8:52,8:00:00,7/26/2009 16:52,,,33.90816498,-119.7836227,AMH,KPM,,,,,,,,,,,,77,AMH,4,,6,,1500,,,,,,9,8,10,0,Tt,,,,ON,,OFF,,8,,9,,,,,,,,,,DEFINITE TT
SP,CalCOFI0907M2,7/26/2009 8:52:00,,7/26/2009 8:52,8:00:00,7/26/2009 16:52,,,33.90816498,-119.7836227,AMH,KPM,,,,,,,,,,,,77,AMH,4,,6,,1500,,,,,,9,8,10,0,Tt,,,,ON,,OFF,,8,,9,,,,,,,,,,DEFINITE TT
W,CalCOFI0907M2,7/26/2009 8:52:00,,7/26/2009 8:52,8:00:00,7/26/2009 16:52,,,33.90816498,-119.7836227,AMH,KPM,G,3.5,OV,100,,,NG,,,1.0,3,,,,74,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,
SB,CalCOFI0907M2,7/26/2009 8:54:00,,7/26/2009 8:54,8:00:00,7/26/2009 16:54,,,33.90969467,-119.7770691,AMH,KPM,,,,,,,,,,,,78,KPM,3,,39,,2000,,,,,,50,30,125,0,Dsp,,,,ON,,OFF,,9,,8,,,,,,,,,,SB IN LOGGER
SE,CalCOFI0907M2,7/26/2009 8:54:00,,7/26/2009 8:54,8:00:00,7/26/2009 16:54,,,33.90969467,-119.7770691,AMH,KPM,,,,,,,,,,,,78,KPM,3,,39,,2000,,,,,,50,30,125,0,Dsp,,,,ON,,OFF,,9,,8,,,,,,,,,,SB IN LOGGER
SB,CalCOFI0907M2,7/26/2009 9:02:00,,7/26/2009 9:02,8:00:00,7/26/2009 17:02,,,33.91597748,-119.7509613,AMH,KPM,,,,,,,,,,,,79A,AMH,1,,106,1.3,,,,,62,115,213,,,2,Dc,Dd,90,10,ON,,OFF,,9,,5,,,,,,,,,,"LARGE, SCATTERED, WIDELY DISTRIBUTED SUPERPOD FROM 79A-79F. FIRST SUBGROUP, 79A IS MIXED DC/DD WITH 90%DC AND 10%DD, MOST ANIMALS TO THE STARBOARD AND SOME TO PORT."
SE,CalCOFI0907M2,7/26/2009 9:02:00,,7/26/2009 9:02,8:00:00,7/26/2009 17:02,,,33.91597748,-119.7509613,AMH,KPM,,,,,,,,,,,,79A,AMH,1,,106,1.3,,,,,62,115,213,,,2,Dc,Dd,90,10,ON,,OFF,,9,,5,,,,,,,,,,"LARGE, SCATTERED, WIDELY DISTRIBUTED SUPERPOD FROM 79A-79F. FIRST SUBGROUP, 79A IS MIXED DC/DD WITH 90%DC AND 10%DD, MOST ANIMALS TO THE STARBOARD AND SOME TO PORT."
PINN,CalCOFI0907M2,7/26/2009 9:27:00,,7/26/2009 9:27,8:00:00,7/26/2009 17:27,,,33.93557358,-119.6687012,AMH,KPM,,,,,,,,,,,,PINN9,AMH,3,,102,2,,,,,,,1,,,0,MA,,,,ON,,OFF,,9,,,,,,,,,,,,MALE ELEPHANT SEAL. ASSOCIATED WITH SIGHTING 79E
SB,CalCOFI0907M2,7/26/2009 9:36:00,,7/26/2009 9:36,8:00:00,7/26/2009 17:36,,,33.9421463,-119.6396027,AMH,KPM,,,,,,,,,,,,80,AMH,4,,28,,800,,,,,,8,5,10,ND,Tt,,,,ON,,OFF,,1,,,,,,,,,,,,SB IN LOGGER
SE,CalCOFI0907M2,7/26/2009 9:36:00,,7/26/2009 9:36,8:00:00,7/26/2009 17:36,,,33.9421463,-119.6396027,AMH,KPM,,,,,,,,,,,,80,AMH,4,,28,,800,,,,,,8,5,10,ND,Tt,,,,ON,,OFF,,1,,,,,,,,,,,,SB IN LOGGER
SB,CalCOFI0907M2,7/26/2009 9:41:00,,7/26/2009 9:41,8:00:00,7/26/2009 17:41,,,33.94606018,-119.6235657,AMH,KPM,,,,,,,,,,,,81,KPM,1,,121,0.8,,,,,,,7,6,8,0,Tt,,,,ON,,OFF,,9,,,,,,,,,,,,
SB,CalCOFI0907M2,7/26/2009 9:45:00,,7/26/2009 9:45,8:00:00,7/26/2009 17:45,,,33.94925308,-119.6106644,AMH,KPM,,,,,,,,,,,,82,KPM,3,,134,0.1,,,,,,,35,30,45,0,Dsp,,,,ON,,OFF,,1,,,,,,,,,,,,0.5 ret in big eyes.  SB IN LOGGER
SE,CalCOFI0907M2,7/26/2009 9:45:00,,7/26/2009 9:45,8:00:00,7/26/2009 17:45,,,33.94925308,-119.6106644,AMH,KPM,,,,,,,,,,,,82,KPM,3,,134,0.1,,,,,,,35,30,45,0,Dsp,,,,ON,,OFF,,1,,,,,,,,,,,,0.5 ret in big eyes.  SB IN LOGGER
SE,CalCOFI0907M2,7/26/2009 9:47:00,,7/26/2009 9:47,8:00:00,7/26/2009 17:47,,,33.95081329,-119.6041641,AMH,KPM,,,,,,,,,,,,81,AMH,3,,174,3,,,,,,,10,8,12,0,Tt,,,,ON,,OFF,,9,,,,,,,,,,,,INCREASED NUMBERS SINCE FIRST SIGHTED
SB,CalCOFI0907M2,7/26/2009 9:48:00,,7/26/2009 9:48,8:00:00,7/26/2009 17:48,,,33.95143509,-119.6012497,AMH,KPM,,,,,,,,,,,,83,KPM,4,,140,4,,,,,,,8,6,10,ND,Tt,,,,ON,,OFF,,1,,,,,,,,,,,,10 ret in big eyes.  SB IN LOGGER
SE,CalCOFI0907M2,7/26/2009 9:48:00,,7/26/2009 9:48,8:00:00,7/26/2009 17:48,,,33.95143509,-119.6012497,AMH,KPM,,,,,,,,,,,,83,KPM,4,,140,4,,,,,,,8,6,10,ND,Tt,,,,ON,,OFF,,1,,,,,,,,,,,,10 ret in big eyes.  SB IN LOGGER
OO,CalCOFI0907M2,7/26/2009 10:11:00,,7/26/2009 10:11,8:00:00,7/26/2009 18:11,,,33.97112656,-119.526268,AMH,KPM,G,3.5,OV,100,,,NG,,,1.0,3,,,,68,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,PULLING IN ARRAY
OO,CalCOFI0907M2,7/26/2009 10:32:00,,7/26/2009 10:32,8:00:00,7/26/2009 18:32,,,34.00877762,-119.4880066,AMH,KPM,F,3.5,LF,100,,,NG,,,3.0,3,,,,68,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,LUNCH ROTATION
XT,CalCOFI0907M2,7/26/2009 10:54:00,,7/26/2009 10:54,8:00:00,7/26/2009 18:54,,,34.04490662,-119.4904938,AMH,KPM,F,3.5,LF,100,,,NG,,,3.0,3,,,,68,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,SPEED = 2 KNOTS FOR VESSEL TRAFFIC
OB,CalCOFI0907M2,7/26/2009 10:58:00,,7/26/2009 10:58,8:00:00,7/26/2009 18:58,,,34.04989243,-119.4907532,AMH,KPM,G,3.5,LF,100,,,NG,,,2.0,3,,,,350,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,BACK UP TO SPEED. BOTH OBSERVERS ON WATCH
RT,CalCOFI0907M2,7/26/2009 10:58:00,,7/26/2009 10:58,8:00:00,7/26/2009 18:58,,,34.04989243,-119.4907532,AMH,KPM,G,3.5,LF,100,,,NG,,,2.0,3,,,,350,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,BACK UP TO SPEED. BOTH OBSERVERS ON WATCH
SB,CalCOFI0907M2,7/26/2009 11:10:00,,7/26/2009 11:10,8:00:00,7/26/2009 19:10,,,34.08198929,-119.5031891,AMH,KPM,,,,,,,,,,,,84,AMH,1,,341,7,,,,,,,12,9,16,0,Tt,,,,ON,,OFF,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/26/2009 11:10:00,,7/26/2009 11:10,8:00:00,7/26/2009 19:10,,,34.08198929,-119.5031891,AMH,KPM,,,,,,,,,,,,84,AMH,1,,341,7,,,,,,,12,9,16,0,Tt,,,,ON,,OFF,,1,,,,,,,,,,,,
SH,CalCOFI0907M2,7/26/2009 11:13:00,,7/26/2009 11:13,8:00:00,7/26/2009 19:13,,,34.09046555,-119.5039063,AMH,KPM,,,,,,,,,,,,SH6,KPM,,,355,0.3,,,,,,,,,,,SHIP,,,,ON,,OFF,,,,,,,,,,,,,,BIG CARGO SHIP
ET,CalCOFI0907M2,7/26/2009 11:36:00,,7/26/2009 11:36,8:00:00,7/26/2009 19:36,,,34.15512848,-119.5063324,AMH,KPM,G,3.5,LF,100,,,NG,,,2.0,3,,,,350,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,ARRIVING STATION 83/45. 43-48 ZACA SEEN ALONG TRANSECT (IN SIGHTINGS AS P10)
PINN,CalCOFI0907M2,7/26/2009 11:36:00,,7/26/2009 11:36,8:00:00,7/26/2009 19:36,,,34.15512848,-119.5063324,AMH,KPM,,,,,,,,,,,,PINN10,,,,,,,,,,,,45,43,48,0,ZaCa,,,,ON,,OFF,,1,,"2,3",,,,,,,,,,43-48 ZACA SEEN ALONG TRANSECT
ST,CalCOFI0907M2,7/26/2009 13:22:00,,7/26/2009 13:22,8:00:00,7/26/2009 21:22,,,34.17814636,-119.5411758,AMH,KPM,P,3.5,HF,100,,,NG,,,2.0,0,,,,69,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI0907M2,7/26/2009 13:27:00,,7/26/2009 13:27,8:00:00,7/26/2009 21:27,,,34.1827774,-119.5305176,AMH,KPM,,,,,,,,,,,,85,AMH,1,,33,4,,,,,,,54,44,62,ND,Dc,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/26/2009 13:27:00,,7/26/2009 13:27,8:00:00,7/26/2009 21:27,,,34.1827774,-119.5305176,AMH,KPM,,,,,,,,,,,,85,AMH,1,,33,4,,,,,,,54,44,62,ND,Dc,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0907M2,7/26/2009 13:45:00,,7/26/2009 13:45,8:00:00,7/26/2009 21:45,,,34.20277405,-119.4751129,AMH,KPM,,,,,,,,,,,,86,AMH,1,,8,2.4,,,,,,,8,5,12,ND,Dsp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/26/2009 13:45:00,,7/26/2009 13:45,8:00:00,7/26/2009 21:45,,,34.20277405,-119.4751129,AMH,KPM,,,,,,,,,,,,86,AMH,1,,8,2.4,,,,,,,8,5,12,ND,Dsp,,,,ON,,ON,,1,,,,,,,,,,,,
OO,CalCOFI0907M2,7/26/2009 13:56:00,,7/26/2009 13:56,8:00:00,7/26/2009 21:56,,,34.2128067,-119.4447937,AMH,AMH,P,3.5,HF,100,,,NG,,,2.0,0,,,,69,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,KM DOWN TO DEPLOY SONOBUOY
ET,CalCOFI0907M2,7/26/2009 14:05:00,,7/26/2009 14:05,8:00:00,7/26/2009 22:05,,,34.223629,-119.4124527,AMH,AMH,P,3.5,HF,100,,,NG,,,2.0,0,,,,61,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING STATION . 3 ZACA SEEN ALONG TRANSECT (AS NOTED IN SIGHITNG P11)
PINN,CalCOFI0907M2,7/26/2009 14:05:00,,7/26/2009 14:05,8:00:00,7/26/2009 22:05,,,34.223629,-119.4124527,AMH,AMH,,,,,,,,,,,,PINN11,,,,,,,,,,,,3,,,0,ZaCa,,,,ON,,ON,,0,,,,,,,,,,,,3 ZACA SEEN ALONG TRANSECT
ST,CalCOFI0907M2,7/26/2009 15:32:00,,7/26/2009 15:32,8:00:00,7/26/2009 23:32,,,34.225914,-119.4125977,AMH,KPM,P,3.5,HF,100,,,NG,,,2.0,0,,,,61,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
ET,CalCOFI0907M2,7/26/2009 15:59:00,,7/26/2009 15:59,8:00:00,7/26/2009 23:59,,,34.26210403,-119.3324738,AMH,KPM,P,3.5,HF,100,,,NG,,,2.0,0,,,,61,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,
ST,CalCOFI0907M2,7/26/2009 16:38:00,,7/26/2009 16:38,8:00:00,7/27/2009 0:38,,,34.26473618,-119.3441696,AMH,KPM,G,5,PC,50,,,SE,,,3.0,1,,,,287,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI0907M2,7/26/2009 16:51:00,,7/26/2009 16:51,8:00:00,7/27/2009 0:51,,,34.28205872,-119.3790207,AMH,KPM,,,,,,,,,,,,87,AMH,1,,250,1.2,,,,,,,18,12,24,ND,Dsp,,,,ON,,ON,,9,,,,,,,,,,,,
SE,CalCOFI0907M2,7/26/2009 16:51:00,,7/26/2009 16:51,8:00:00,7/27/2009 0:51,,,34.28205872,-119.3790207,AMH,KPM,,,,,,,,,,,,87,AMH,1,,250,1.2,,,,,,,18,12,24,ND,Dsp,,,,ON,,ON,,9,,,,,,,,,,,,
PINN,CalCOFI0907M2,7/26/2009 17:04:00,,7/26/2009 17:04,8:00:00,7/27/2009 1:04,,,34.30197525,-119.4139633,AMH,KPM,,,,,,,,,,,,PINN12,AMH,1,,279,1.2,,,,,,,1,,,0,ZaCa,,,,ON,,ON,,9,,,,,,,,,,,,ASSOCIATED WITH SIGHTING #88
SB,CalCOFI0907M2,7/26/2009 17:04:00,,7/26/2009 17:04,8:00:00,7/27/2009 1:04,,,34.30197525,-119.4139633,AMH,KPM,,,,,,,,,,,,88,AMH,1,,279,1.2,,,,,,,62,54,78,2,Dc,,,,ON,,ON,,9,,,,,,,,,,,,1 ZACA ASSOCIATED WITH GROUP (P12)
SE,CalCOFI0907M2,7/26/2009 17:04:00,,7/26/2009 17:04,8:00:00,7/27/2009 1:04,,,34.30197525,-119.4139633,AMH,KPM,,,,,,,,,,,,88,AMH,1,,279,1.2,,,,,,,62,54,78,2,Dc,,,,ON,,ON,,9,,,,,,,,,,,,1 ZACA ASSOCIATED WITH GROUP (P12)
SB,CalCOFI0907M2,7/26/2009 17:09:00,,7/26/2009 17:09,8:00:00,7/27/2009 1:09,,,34.31004715,-119.4287109,AMH,KPM,,,,,,,,,,,,89,KPM,1,,355,,3000,,,,,,18,3,20,2,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0907M2,7/26/2009 17:09:00,,7/26/2009 17:09,8:00:00,7/27/2009 1:09,,,34.31004715,-119.4287109,AMH,KPM,,,,,,,,,,,,90,AMH,1,,264,7.7,,,,,,,27,21,39,ND,Dc,,,,ON,,ON,,1,,,,,,,,,,,,"SAME TIME/LAT/LONG AS S#89, CALF=ND"
SE,CalCOFI0907M2,7/26/2009 17:09:00,,7/26/2009 17:09,8:00:00,7/27/2009 1:09,,,34.31004715,-119.4287109,AMH,KPM,,,,,,,,,,,,89,KPM,1,,355,,3000,,,,,,18,3,20,2,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,
SE,CalCOFI0907M2,7/26/2009 17:09:00,,7/26/2009 17:09,8:00:00,7/27/2009 1:09,,,34.31004715,-119.4287109,AMH,KPM,,,,,,,,,,,,90,AMH,1,,264,7.7,,,,,,,27,21,39,ND,Dc,,,,ON,,ON,,1,,,,,,,,,,,,"SAME TIME/LAT/LONG AS S#89, CALF=ND"
SB,CalCOFI0907M2,7/26/2009 17:29:00,,7/26/2009 17:29,8:00:00,7/27/2009 1:29,,,34.34040451,-119.480629,AMH,KPM,,,,,,,,,,,,91,KPM,3,,264,,1500,,,,,,2,2,4,0,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,CALF=ND
SE,CalCOFI0907M2,7/26/2009 17:29:00,,7/26/2009 17:29,8:00:00,7/27/2009 1:29,,,34.34040451,-119.480629,AMH,KPM,,,,,,,,,,,,91,KPM,3,,264,,1500,,,,,,2,2,4,0,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,CALF=ND
P,CalCOFI0907M2,7/26/2009 17:42:00,,7/26/2009 17:42,8:00:00,7/27/2009 1:42,,,34.35404205,-119.5164871,AMH,KPM,G,5,PC,50,,,SE,,,3.0,1,,,,274,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI0907M2,7/26/2009 17:43:00,,7/26/2009 17:43,8:00:00,7/27/2009 1:43,,,34.35428619,-119.5196457,AMH,KPM,,,,,,,,,,,,92,KPM,1,,330,,2000,,,,,,55,45,75,ND,Dsp,,,,ON,,ON,,9,,,,,,,,,,,,"CALF=ND, SPP=DSP, CODE=SB"
SP,CalCOFI0907M2,7/26/2009 17:50:00,,7/26/2009 17:50,8:00:00,7/27/2009 1:50,,,34.35630035,-119.5434113,AMH,KPM,,,,,,,,,,,,92,KPM,3,,340,,2000,,,,,,90,80,120,ND,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,UPDATED NUMBERS ON SAME GROUP
SP,CalCOFI0907M2,7/26/2009 17:59:00,,7/26/2009 17:59,8:00:00,7/27/2009 1:59,,,34.35810471,-119.5741043,AMH,KPM,,,,,,,,,,,,92,KPM,3,,340,,2000,,,,,,90,80,120,ND,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,PARALLEL TO OUR COURSE
SP,CalCOFI0907M2,7/26/2009 18:14:00,,7/26/2009 18:14,8:00:00,7/27/2009 2:14,,,34.36270523,-119.6241837,AMH,KPM,,,,,,,,,,,,92,KPM,3,,310,,50,,,,,,5,3,10,0,Dsp,,,,ON,,ON,,5,,,,,,,,,,,,SMALL SUBGROUP OF LARGER GROUP APPROACHED BOW TO BOWRIDE
SE,CalCOFI0907M2,7/26/2009 18:23:00,,7/26/2009 18:23,8:00:00,7/27/2009 2:23,,,34.37080383,-119.651886,AMH,KPM,,,,,,,,,,,,92,,,,,,,,,,,,5,3,10,0,Dsp,,,,ON,,ON,,,,,,,,,,,,,,END OF SIGHTING
SB,CalCOFI0907M2,7/26/2009 18:24:00,,7/26/2009 18:24,8:00:00,7/27/2009 2:24,,,34.37180328,-119.6549606,AMH,KPM,,,,,,,,,,,,93,KPM,4,,345,,1000,,,,,,1,1,5,0,UD,,,,ON,,ON,,1,,,,,,,,,,,,PROBABLY TT
SE,CalCOFI0907M2,7/26/2009 18:24:00,,7/26/2009 18:24,8:00:00,7/27/2009 2:24,,,34.37180328,-119.6549606,AMH,KPM,,,,,,,,,,,,93,KPM,4,,345,,1000,,,,,,1,1,5,0,UD,,,,ON,,ON,,1,,,,,,,,,,,,PROBABLY TT
E,CalCOFI0907M2,7/26/2009 19:02:00,,7/26/2009 19:02,8:00:00,7/27/2009 3:02,,,34.39403915,-119.7738953,AMH,KPM,,,,,,,,,,,,PINN13,,,,,,,,,,,,5,,,0,ZaCa,,,,OFF,,ON,,0,,,,,,,,,,,,5 ZACA SEEN ALONG TRANSECT
ET,CalCOFI0907M2,7/26/2009 19:02:00,,7/26/2009 19:02,8:00:00,7/27/2009 3:02,,,34.39403915,-119.7738953,AMH,KPM,G,5,PC,50,,,SE,,,3.0,1,,,,293,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING STATION. 5 ZACA SEEN ALONG TRANSECT (IN SIGHTINGS AS P13)
PINN,CalCOFI0907M2,7/26/2009 19:02:00,,7/26/2009 19:02,8:00:00,7/27/2009 3:02,,,34.39403915,-119.7738953,AMH,KPM,,,,,,,,,,,,PINN13,,,,,,,,,,,,5,,,0,ZaCa,,,,ON,,ON,,0,,,,,,,,,,,,5 ZACA SEEN ALONG TRANSECT
B,CalCOFI0907M2,7/27/2009 5:24:00,,7/27/2009 5:24,8:00:00,7/27/2009 13:24,,,34.44019318,-120.5707321,AMH,KPM,UX,0.5,HF,100,,,NG,,,6.0,4,,,,234,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,LEFT STATION 80/51. NOT ON WATCH DUE TO HEAVY FOG AND HIGH WINDS
C,CalCOFI0907M2,7/27/2009 5:24:00,,7/27/2009 5:24,8:00:00,7/27/2009 13:24,,,34.44019318,-120.5707321,AMH,KPM,UX,0.5,HF,100,,,NG,,,6.0,4,,,,234,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,LEFT STATION 80/51. NOT ON WATCH DUE TO HEAVY FOG AND HIGH WINDS
ST,CalCOFI0907M2,7/27/2009 10:10:00,,7/27/2009 10:10,8:00:00,7/27/2009 18:10,,,34.25785065,-120.9099274,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,DEPARTED STATION 80/55
OO,CalCOFI0907M2,7/27/2009 10:29:00,,7/27/2009 10:29,8:00:00,7/27/2009 18:29,,,34.23187637,-120.9673004,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,240,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,LUNCH ROTATION
OB,CalCOFI0907M2,7/27/2009 10:42:00,,7/27/2009 10:42,8:00:00,7/27/2009 18:42,,,34.21448135,-121.0065613,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,241,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,BOTH OBSERVERS ON WATCH
ET,CalCOFI0907M2,7/27/2009 10:59:00,,7/27/2009 10:59,8:00:00,7/27/2009 18:59,,,34.19103622,-121.0598984,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,241,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING STATION 80/60
ST,CalCOFI0907M2,7/27/2009 14:01:00,,7/27/2009 14:01,8:00:00,7/27/2009 22:01,,,34.14516068,-121.2327499,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,234,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,DEPARTED STATION 80/60
SB,CalCOFI0907M2,7/27/2009 14:09:00,,7/27/2009 14:09,8:00:00,7/27/2009 22:09,,,34.13363266,-121.2547684,KPM,AMH,,,,,,,,,,,,94,AMH,2,,269,1.6,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/27/2009 14:14:00,,7/27/2009 14:14,8:00:00,7/27/2009 22:14,,,34.12631607,-121.2687149,KPM,AMH,,,,,,,,,,,,94,AMH,2,,336,13.2,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
P,CalCOFI0907M2,7/27/2009 15:05:00,,7/27/2009 15:05,8:00:00,7/27/2009 23:05,,,34.04697418,-121.4015656,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,234,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
OO,CalCOFI0907M2,7/27/2009 15:32:00,,7/27/2009 15:32,8:00:00,7/27/2009 23:32,,,34.0073204,-121.4739761,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,224,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,DINNER ROTATION
SB,CalCOFI0907M2,7/27/2009 15:37:00,,7/27/2009 15:37,8:00:00,7/27/2009 23:37,,,33.99979019,-121.4871063,KPM,AMH,,,,,,,,,,,,95,KPM,2,,240,0.2,,,,,,,2,,,0,Bp,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY DISPERSED GROUP WITH SIGHTINGS 96 AND 97
SB,CalCOFI0907M2,7/27/2009 15:41:00,,7/27/2009 15:41,8:00:00,7/27/2009 23:41,,,33.99354172,-121.4974442,KPM,AMH,,,,,,,,,,,,96,KPM,2,,295,0.2,,,,,,,1,,,0,Bp,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY DISPERSED GROUP WITH SIGHTINGS 95 AND 97. SEEN BY BIRDER
SE,CalCOFI0907M2,7/27/2009 15:41:00,,7/27/2009 15:41,8:00:00,7/27/2009 23:41,,,33.99354172,-121.4974442,KPM,AMH,,,,,,,,,,,,96,KPM,2,,295,0.2,,,,,,,1,,,0,Bp,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY DISPERSED GROUP WITH SIGHTINGS 95 AND 97. SEEN BY BIRDER
SB,CalCOFI0907M2,7/27/2009 15:46:00,,7/27/2009 15:46,8:00:00,7/27/2009 23:46,,,33.98629379,-121.5099411,KPM,AMH,,,,,,,,,,,,97,KPM,2,,310,0.75,,,,,,,1,,,0,Bp,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY DISPERSED GROUP WITH SIGHTINGS 95 AND 96
SE,CalCOFI0907M2,7/27/2009 15:46:00,,7/27/2009 15:46,8:00:00,7/27/2009 23:46,,,33.98629379,-121.5099411,KPM,AMH,,,,,,,,,,,,97,KPM,2,,310,0.75,,,,,,,1,,,0,Bp,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY DISPERSED GROUP WITH SIGHTINGS 95 AND 96
