Event Code,Cruise,Date (DST),Time (DST),Date/Time (DST),GMT Diff,Date/Time (GMT),Lat,Long,DecLat,DecLong,PortObs,StbdObs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir T,Wind spd T,Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru, Reticle,Distance (m),Sighting Method,Reticle (far)           ,Reticle (near),Envelope bearing Left,Envelope Bearing Right,Best,Min,Max,Calf,Species 1,Species 2,sp1 percent,sp2 percent,Effort (on/off),Off Effort Code,Transect (on/off),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera 1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera 2,First Frame 2,Last Frame 2,Comments
W,CC1601RL,1/24/2016,14:01,1/24/2016 14:01,8:00:00,1/24/2016 22:01,36 20.96,122 03.35,36.34933333,-122.0558333,KW,JT,F,7,pc,60,0,0,,320,18,4,7,100,JT,1,0,30,,25m,,,,,,12,11,15,ND,PD,,,,on,,off,4,2,,,Y,JT,60D,542,543,,,,,
SB,CC1601RL,1/24/2016,14:06,1/24/2016 14:06,8:00:00,1/24/2016 22:06,36 21.90,122 03.34,36.365,-122.0556667,KW,JT,F,2,pc,60,0,0,,320,18,4,7,101,KW,1,0,350,2,,,,,,,15,14,18,2,PD,,,,on,,off,4,2,,,,,,,,,,,,
SE,CC1601RL,1/24/2016,14:06,1/24/2016 14:06,8:00:00,1/24/2016 22:06,36 21.90,122 03.34,36.365,-122.0556667,KW,JT,F,2,pc,60,0,0,,320,18,4,7,101,KW,1,0,350,2,,,,,,,15,14,18,2,PD,,,,on,,off,4,2,,,,,,,,,,,,
W,CC1601RL,1/24/2016,14:06,1/24/2016 14:06,8:00:00,1/24/2016 22:06,36 21.90,122 03.34,36.365,-122.0556667,KW,JT,F,2,pc,60,0,0,,320,18,4,7,101,KW,1,0,350,2,,,,,,,15,14,18,2,PD,,,,on,,off,4,2,,,,,,,,,,,,
SB,CC1601RL,1/24/2016,14:52,1/24/2016 14:52,8:00:00,1/24/2016 22:52,36 29.57,122 03.36,36.49283333,-122.056,KW,JT,F,7,pc,60,0,0,,320,16,4,7,102,KW,2,0,20,1.2,,,,,,,1,1,1,0,ULW,,,,on,,off,4,1,,,,,,,,,,,,
SE,CC1601RL,1/24/2016,14:52,1/24/2016 14:52,8:00:00,1/24/2016 22:52,36 29.57,122 03.36,36.49283333,-122.056,KW,JT,F,7,pc,60,0,0,,320,16,4,7,102,KW,2,0,20,1.2,,,,,,,1,1,1,0,ULW,,,,on,,off,4,1,,,,,,,,,,,,
W,CC1601RL,1/24/2016,14:52,1/24/2016 14:52,8:00:00,1/24/2016 22:52,36 29.57,122 03.36,36.49283333,-122.056,KW,JT,F,7,pc,60,0,0,,320,16,4,7,102,KW,2,0,20,1.2,,,,,,,1,1,1,0,ULW,,,,on,,off,4,1,,,,,,,,,,,,
SB,CC1601RL,1/24/2016,14:52,1/24/2016 14:52,8:00:00,1/24/2016 22:52,36 29.57,122 03.36,36.49283333,-122.056,KW,JT,F,7,pc,60,0,0,,320,16,4,7,103,KW,1,0,0,0.6,,,,,,,30,25,40,ND,UD,,,,on,,off,4,2,8,,,,,,,,,,,
SE,CC1601RL,1/24/2016,14:52,1/24/2016 14:52,8:00:00,1/24/2016 22:52,36 29.57,122 03.36,36.49283333,-122.056,KW,JT,F,7,pc,60,0,0,,320,16,4,7,103,KW,1,0,0,0.6,,,,,,,30,25,40,ND,UD,,,,on,,off,4,2,8,,,,,,,,,,,
W,CC1601RL,1/24/2016,14:52,1/24/2016 14:52,8:00:00,1/24/2016 22:52,36 29.57,122 03.36,36.49283333,-122.056,KW,JT,F,7,pc,60,0,0,,320,16,4,7,103,KW,1,0,0,0.6,,,,,,,30,25,40,ND,UD,,,,on,,off,4,2,8,,,,,,,,,,,
SB,CC1601RL,1/24/2016,14:57,1/24/2016 14:57,8:00:00,1/24/2016 22:57,36 30.21,122 03.31,36.5035,-122.0551667,KW,JT,F,7,pc,60,0,0,,320,16,4,7,104,KW,2,0,340,0.2,,,,,,,1,1,1,0,ER,,,,on,,off,4,1,,,,,,,,,,,,
SE,CC1601RL,1/24/2016,14:57,1/24/2016 14:57,8:00:00,1/24/2016 22:57,36 30.21,122 03.31,36.5035,-122.0551667,KW,JT,F,7,pc,60,0,0,,320,16,4,7,104,KW,2,0,340,0.2,,,,,,,1,1,1,0,ER,,,,on,,off,4,1,,,,,,,,,,,,
W,CC1601RL,1/24/2016,14:57,1/24/2016 14:57,8:00:00,1/24/2016 22:57,36 30.21,122 03.31,36.5035,-122.0551667,KW,JT,F,7,pc,60,0,0,,320,16,4,7,104,KW,2,0,340,0.2,,,,,,,1,1,1,0,ER,,,,on,,off,4,1,,,,,,,,,,,,
SB,CC1601RL,1/24/2016,15:02,1/24/2016 15:02,8:00:00,1/24/2016 23:02,36 31.15,122 03.27,36.51916667,-122.0545,KW,JT,F,7,pc,66,0,0,,320,16,4,7,105,KW,2,0,345,0.2,,,,,,,4,3,5,ND,ER,,,,on,,off,4,1,,,,,,,,,,,,
SE,CC1601RL,1/24/2016,15:02,1/24/2016 15:02,8:00:00,1/24/2016 23:02,36 31.15,122 03.27,36.51916667,-122.0545,KW,JT,F,7,pc,66,0,0,,320,16,4,7,105,KW,2,0,345,0.2,,,,,,,4,3,5,ND,ER,,,,on,,off,4,1,,,,,,,,,,,,
W,CC1601RL,1/24/2016,15:02,1/24/2016 15:02,8:00:00,1/24/2016 23:02,36 31.15,122 03.27,36.51916667,-122.0545,KW,JT,F,7,pc,66,0,0,,320,16,4,7,105,KW,2,0,345,0.2,,,,,,,4,3,5,ND,ER,,,,on,,off,4,1,,,,,,,,,,,,
SB,CC1601RL,1/24/2016,15:04,1/24/2016 15:04,8:00:00,1/24/2016 23:04,36 31.62,122 03.27,36.527,-122.0545,KW,JT,F,7,pc,30,0,0,,320,16,4,7,106,KW,2,0,0,0.3,,,,,,,2,1,2,ND,MN,,,,on,,off,4,8,1,,,,,,,,,,,
SE,CC1601RL,1/24/2016,15:04,1/24/2016 15:04,8:00:00,1/24/2016 23:04,36 31.62,122 03.27,36.527,-122.0545,KW,JT,F,7,pc,30,0,0,,320,16,4,7,106,KW,2,0,0,0.3,,,,,,,2,1,2,ND,MN,,,,on,,off,4,8,1,,,,,,,,,,,
W,CC1601RL,1/24/2016,15:04,1/24/2016 15:04,8:00:00,1/24/2016 23:04,36 31.62,122 03.27,36.527,-122.0545,KW,JT,F,7,pc,30,0,0,,320,16,4,7,106,KW,2,0,0,0.3,,,,,,,2,1,2,ND,MN,,,,on,,off,4,8,1,,,,,,,,,,,
SB,CC1601RL,1/24/2016,15:15,1/24/2016 15:15,8:00:00,1/24/2016 23:15,36 33.36,122 03.28,36.556,-122.0546667,KW,,F,7,pc,30,0,0,,320,16,4,7,107,KW,2,0,40,0.4,,,,,,,2,2,2,ND,ER,,,,off,6,off,4,1,,,,,,,,,,,,One observer on array retrieval
SE,CC1601RL,1/24/2016,15:15,1/24/2016 15:15,8:00:00,1/24/2016 23:15,36 33.36,122 03.28,36.556,-122.0546667,KW,,F,7,pc,30,0,0,,320,16,4,7,107,KW,2,0,40,0.4,,,,,,,2,2,2,ND,ER,,,,off,6,off,4,1,,,,,,,,,,,,One observer on array retrieval
W,CC1601RL,1/24/2016,15:15,1/24/2016 15:15,8:00:00,1/24/2016 23:15,36 33.36,122 03.28,36.556,-122.0546667,KW,,F,7,pc,30,0,0,,320,16,4,7,107,KW,2,0,40,0.4,,,,,,,2,2,2,ND,ER,,,,off,6,off,4,1,,,,,,,,,,,,One observer on array retrieval
OO,CC1601RL,1/24/2016,15:15,1/24/2016 15:15,8:00:00,1/24/2016 23:15,36 33.36,122 03.28,36.556,-122.0546667,KW,,F,7,pc,30,0,0,,320,16,4,7,107,KW,2,0,40,0.4,,,,,,,2,2,2,ND,ER,,,,off,6,off,4,1,,,,,,,,,,,,One observer on array retrieval
OB,CC1601RL,1/24/2016,15:21,1/24/2016 15:21,8:00:00,1/24/2016 23:21,36 34.36,122 02.86,36.57266667,-122.0476667,KW,JT,F,7,pc,30,0,0,,320,16,4,7,108,KW,2,0,320,0.7,,,,,,,5,4,6,ND,ULW,,,,on,,off,4,1,,,,,,,,,,,,
SB,CC1601RL,1/24/2016,15:21,1/24/2016 15:21,8:00:00,1/24/2016 23:21,36 34.36,122 02.86,36.57266667,-122.0476667,KW,JT,F,7,pc,30,0,0,,320,16,4,7,108,KW,2,0,320,0.7,,,,,,,5,4,6,ND,ULW,,,,on,,off,4,1,,,,,,,,,,,,
SE,CC1601RL,1/24/2016,15:21,1/24/2016 15:21,8:00:00,1/24/2016 23:21,36 34.36,122 02.86,36.57266667,-122.0476667,KW,JT,F,7,pc,30,0,0,,320,16,4,7,108,KW,2,0,320,0.7,,,,,,,5,4,6,ND,ULW,,,,on,,off,4,1,,,,,,,,,,,,
W,CC1601RL,1/24/2016,15:21,1/24/2016 15:21,8:00:00,1/24/2016 23:21,36 34.36,122 02.86,36.57266667,-122.0476667,KW,JT,F,7,pc,30,0,0,,320,16,4,7,108,KW,2,0,320,0.7,,,,,,,5,4,6,ND,ULW,,,,on,,off,4,1,,,,,,,,,,,,
SB,CC1601RL,1/24/2016,15:30,1/24/2016 15:30,8:00:00,1/24/2016 23:30,36 35.78,122 02.86,36.59633333,-122.0476667,KW,JT,F,7,pc,30,0,0,,320,16,4,7,109,KW,2,0,0,0.5,,,0.2,14,320,70,9,8,12,ND,ER,,,,on,,off,4,34,1,,,,,,,,,,,
SE,CC1601RL,1/24/2016,15:30,1/24/2016 15:30,8:00:00,1/24/2016 23:30,36 35.78,122 02.86,36.59633333,-122.0476667,KW,JT,F,7,pc,30,0,0,,320,16,4,7,109,KW,2,0,0,0.5,,,0.2,14,320,70,9,8,12,ND,ER,,,,on,,off,4,34,1,,,,,,,,,,,
W,CC1601RL,1/24/2016,15:30,1/24/2016 15:30,8:00:00,1/24/2016 23:30,36 35.78,122 02.86,36.59633333,-122.0476667,KW,JT,F,7,pc,30,0,0,,320,16,4,7,109,KW,2,0,0,0.5,,,0.2,14,320,70,9,8,12,ND,ER,,,,on,,off,4,34,1,,,,,,,,,,,
ET,CC1601RL,1/24/2016,15:42,1/24/2016 15:42,8:00:00,1/24/2016 23:42,36 37.79,122 01.09,36.62983333,-122.0181667,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off,7,off,4,,,,,,,,,,,,,"End observations, prepare to offload scientists in Monterey, end of cruise"
E,CC1601RL,1/24/2016,15:42,1/24/2016 15:42,8:00:00,1/24/2016 23:42,36 37.79,122 01.09,36.62983333,-122.0181667,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off,7,off,4,,,,,,,,,,,,,"End observations, prepare to offload scientists in Monterey, end of cruise"
SB,CC1601RL,1/19/2016,15:47,1/19/2016 15:47,8:00:00,,33 36.81,122 12.21,33.6135,-122.2035,KW,JT,P,6,LF,80,170,220,SE,240,17,4,7,59,KW,1,240,180,3,,,,,,,16,15,20,0,DD,,,,On,,On,,2,8,5,yes,KW,50D,176,200,,,,,
SE,CC1601RL,1/19/2016,15:47,1/19/2016 15:47,8:00:00,,33 36.81,122 12.21,33.6135,-122.2035,KW,JT,P,6,LF,80,170,220,SE,240,17,4,7,59,KW,1,240,180,3,,,,,,,16,15,20,0,DD,,,,On,,On,,2,8,5,yes,KW,50D,176,200,,,,,
W,CC1601RL,1/19/2016,15:47,1/19/2016 15:47,8:00:00,,33 36.81,122 12.21,33.6135,-122.2035,KW,JT,P,6,LF,80,170,220,SE,240,17,4,7,59,KW,1,240,180,3,,,,,,,16,15,20,0,DD,,,,On,,On,,2,8,5,yes,KW,50D,176,200,,,,,
C,CC1601RL,1/6/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 6, left port to calibrate in San Diego Bay for entire day. No observations."
B,CC1601RL,1/6/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 6, left port to calibrate in San Diego Bay for entire day. No observations."
E,CC1601RL,1/6/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 6, left port to calibrate in San Diego Bay for entire day. No observations."
