Event Code,Cruise,Date (DST),Time (DST),Date/Time (DST),GMT Diff,Date/Time (GMT),Lat,Long,DecLat,DecLong,PortObs,StbdObs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir T,Wind spd T,Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru, Reticle,Distance (m),Sighting Method,Reticle (far)           ,Reticle (near),Envelope bearing Left,Envelope Bearing Right,Best,Min,Max,Calf,Species 1,Species 2,sp1 percent,sp2 percent,Effort (on/off),Off Effort Code,Transect (on/off),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera 1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera 2,First Frame 2,Last Frame 2,Comments
SE,CC1601RL,1/13/2016,6:57,1/13/2016 6:57,8:00:00,1/13/2016 14:57,33 16.12,118 13.48,33.26866667,-118.2246667,KW,JT,F,7,PC,40,105,125,SE,310,5,2,3,30,KW,3,60,325,,15,,,,,,40,35,50,ND,DC,,,,On,,On,,8,5,,yes,JT,60D,169,205,,,,,Begin day in transit to 90/30. Array deployed.
SB,CC1601RL,1/13/2016,7:08,1/13/2016 7:08,8:00:00,1/13/2016 15:08,33 16.80,118 11.54,33.28,-118.1923333,KW,JT,F,7,PC,40,105,125,SE,310,5,2,3,31,KW,3,60,320,1.7,,,,,,,7,7,10,1,GG,,,,On,,On,,1,,,,,,,,,,,,
SE,CC1601RL,1/13/2016,7:08,1/13/2016 7:08,8:00:00,1/13/2016 15:08,33 16.80,118 11.54,33.28,-118.1923333,KW,JT,F,7,PC,40,105,125,SE,310,5,2,3,31,KW,3,60,320,1.7,,,,,,,7,7,10,1,GG,,,,On,,On,,1,,,,,,,,,,,,
W,CC1601RL,1/13/2016,7:08,1/13/2016 7:08,8:00:00,1/13/2016 15:08,33 16.80,118 11.54,33.28,-118.1923333,KW,JT,F,7,PC,40,105,125,SE,310,5,2,3,31,KW,3,60,320,1.7,,,,,,,7,7,10,1,GG,,,,On,,On,,1,,,,,,,,,,,,
W,CC1601RL,1/13/2016,7:40,1/13/2016 7:40,8:00:00,1/13/2016 15:40,33 19.45,118 05.78,33.32416667,-118.0963333,KW,JT,G,7,PC,65,105,125,SE,320,5,2,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
SB,CC1601RL,1/13/2016,8:18,1/13/2016 8:18,8:00:00,1/13/2016 16:18,33 22.25,118 00.09,33.37083333,-118.0015,KW,JT,G,7,PC,70,105,130,SE,320,5,2,2,32,JT,1,60,105,4,,,,,,,2,2,3,ND,UD,,,,On,,On,,2,,,,,,,,,,,,
SE,CC1601RL,1/13/2016,8:18,1/13/2016 8:18,8:00:00,1/13/2016 16:18,33 22.25,118 00.09,33.37083333,-118.0015,KW,JT,G,7,PC,70,105,130,SE,320,5,2,2,32,JT,1,60,105,4,,,,,,,2,2,3,ND,UD,,,,On,,On,,2,,,,,,,,,,,,
W,CC1601RL,1/13/2016,8:18,1/13/2016 8:18,8:00:00,1/13/2016 16:18,33 22.25,118 00.09,33.37083333,-118.0015,KW,JT,G,7,PC,70,105,130,SE,320,5,2,2,32,JT,1,60,105,4,,,,,,,2,2,3,ND,UD,,,,On,,On,,2,,,,,,,,,,,,
OO,CC1601RL,1/13/2016,8:21,1/13/2016 8:21,8:00:00,1/13/2016 16:21,33 23.05,117 58.49,33.38416667,-117.9748333,KW,,G,7,PC,74,105,130,SE,320,5,2,2,,,,54,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval. Two buoys deployed.
W,CC1601RL,1/13/2016,8:21,1/13/2016 8:21,8:00:00,1/13/2016 16:21,33 23.05,117 58.49,33.38416667,-117.9748333,KW,,G,7,PC,74,105,130,SE,320,5,2,2,,,,54,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval. Two buoys deployed.
SB,CC1601RL,1/13/2016,8:31,1/13/2016 8:31,8:00:00,1/13/2016 16:31,33 23.97,117 56.69,33.3995,-117.9448333,KW,,G,7,PC,74,105,130,SE,320,5,2,2,33,KW,2,56,20,2,,,,,,,4,4,4,0,ER,,,,Off,6,On,,1,34,,,,,,,,,,,
SE,CC1601RL,1/13/2016,8:31,1/13/2016 8:31,8:00:00,1/13/2016 16:31,33 23.97,117 56.69,33.3995,-117.9448333,KW,,G,7,PC,74,105,130,SE,320,5,2,2,33,KW,2,56,20,2,,,,,,,4,4,4,0,ER,,,,Off,6,On,,1,34,,,,,,,,,,,
W,CC1601RL,1/13/2016,8:31,1/13/2016 8:31,8:00:00,1/13/2016 16:31,33 23.97,117 56.69,33.3995,-117.9448333,KW,,G,7,PC,74,105,130,SE,320,5,2,2,33,KW,2,56,20,2,,,,,,,4,4,4,0,ER,,,,Off,6,On,,1,34,,,,,,,,,,,
ET,CC1601RL,1/13/2016,8:45,1/13/2016 8:45,8:00:00,1/13/2016 16:45,33 25.12,117 54.14,33.41866667,-117.9023333,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 90/30. Two buoys deployed.
ST,CC1601RL,1/13/2016,11:06,1/13/2016 11:06,8:00:00,1/13/2016 19:06,33 26.05,117 54.11,33.43416667,-117.9018333,KW,JT,G,6,PC,74,140,165,M,310,5,2,2,,,,85,,,,,,,,,,,,,,,,,On,,Off,7,,,,,,,,,,,,,"Leaving stn 90/30, going to Dana Pt. for small boat transfer. No array."
W,CC1601RL,1/13/2016,11:06,1/13/2016 11:06,8:00:00,1/13/2016 19:06,33 26.05,117 54.11,33.43416667,-117.9018333,KW,JT,G,6,PC,74,140,165,M,310,5,2,2,,,,85,,,,,,,,,,,,,,,,,On,,Off,7,,,,,,,,,,,,,"Leaving stn 90/30, going to Dana Pt. for small boat transfer. No array."
SB,CC1601RL,1/13/2016,11:29,1/13/2016 11:29,8:00:00,1/13/2016 19:29,33 26.28,117 49.53,33.438,-117.8255,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,34,KW,3,85,10,2,,,,,,,2,1,2,ND,ER,,,,On,,Off,7,,,,,,,,,,,,,
SE,CC1601RL,1/13/2016,11:29,1/13/2016 11:29,8:00:00,1/13/2016 19:29,33 26.28,117 49.53,33.438,-117.8255,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,34,KW,3,85,10,2,,,,,,,2,1,2,ND,ER,,,,On,,Off,7,,,,,,,,,,,,,
W,CC1601RL,1/13/2016,11:29,1/13/2016 11:29,8:00:00,1/13/2016 19:29,33 26.28,117 49.53,33.438,-117.8255,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,34,KW,3,85,10,2,,,,,,,2,1,2,ND,ER,,,,On,,Off,7,,,,,,,,,,,,,
SB,CC1601RL,1/13/2016,11:29,1/13/2016 11:29,8:00:00,1/13/2016 19:29,33 26.28,117 49.53,33.438,-117.8255,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,35,KW,1,85,60,3.5,,,,,260,30,463,460,475,ND,DC,,,,On,,Off,7,5,2,1,yes,JT,60D,207,271,KW,50D,159,161,
SE,CC1601RL,1/13/2016,11:29,1/13/2016 11:29,8:00:00,1/13/2016 19:29,33 26.28,117 49.53,33.438,-117.8255,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,35,KW,1,85,60,3.5,,,,,260,30,463,460,475,ND,DC,,,,On,,Off,7,5,2,1,yes,JT,60D,207,271,KW,50D,159,161,
W,CC1601RL,1/13/2016,11:29,1/13/2016 11:29,8:00:00,1/13/2016 19:29,33 26.28,117 49.53,33.438,-117.8255,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,35,KW,1,85,60,3.5,,,,,260,30,463,460,475,ND,DC,,,,On,,Off,7,5,2,1,yes,JT,60D,207,271,KW,50D,159,161,
SB,CC1601RL,1/13/2016,11:47,1/13/2016 11:47,8:00:00,1/13/2016 19:47,33 26.71,117 45.75,33.44516667,-117.7625,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,36,KW,1,78,70,,804,,,,,,10,8,12,ND,DSP,,,,On,,Off,7,1,,,,,,,,,,,,
SE,CC1601RL,1/13/2016,11:47,1/13/2016 11:47,8:00:00,1/13/2016 19:47,33 26.71,117 45.75,33.44516667,-117.7625,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,36,KW,1,78,70,,804,,,,,,10,8,12,ND,DSP,,,,On,,Off,7,1,,,,,,,,,,,,
W,CC1601RL,1/13/2016,11:47,1/13/2016 11:47,8:00:00,1/13/2016 19:47,33 26.71,117 45.75,33.44516667,-117.7625,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,36,KW,1,78,70,,804,,,,,,10,8,12,ND,DSP,,,,On,,Off,7,1,,,,,,,,,,,,
SB,CC1601RL,1/13/2016,11:52,1/13/2016 11:52,8:00:00,1/13/2016 19:52,33 26.79,117 44.79,33.4465,-117.7465,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,37,JT,3,80,95,,1609,,,,,,2,2,4,ND,UD,,,,On,,Off,7,1,,,,,,,,,,,,
SE,CC1601RL,1/13/2016,11:52,1/13/2016 11:52,8:00:00,1/13/2016 19:52,33 26.79,117 44.79,33.4465,-117.7465,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,37,JT,3,80,95,,1609,,,,,,2,2,4,ND,UD,,,,On,,Off,7,1,,,,,,,,,,,,
W,CC1601RL,1/13/2016,11:52,1/13/2016 11:52,8:00:00,1/13/2016 19:52,33 26.79,117 44.79,33.4465,-117.7465,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,37,JT,3,80,95,,1609,,,,,,2,2,4,ND,UD,,,,On,,Off,7,1,,,,,,,,,,,,
Pinn,CC1601RL,1/13/2016,11:52,1/13/2016 11:52,8:00:00,1/13/2016 19:52,33 26.79,117 44.79,33.4465,-117.7465,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,Pinn2,KW,,80,95,,,,,,,,4,4,4,0,ZACA,,,,On,,Off,7,,,,,,,,,,,,,Cumulative ZACA count.
ET,CC1601RL,1/13/2016,11:52,1/13/2016 11:52,8:00:00,1/13/2016 19:52,33 26.79,117 44.79,33.4465,-117.7465,KW,JT,G,6,PC,60,140,165,M,310,5,2,2,,,,,,,,,,,,,,,,,,,,,Off,7,Off,7,,,,,,,,,,,,,Stopped ship for Dana Pt. scientific gear transfer. Small boat deployed.
C,CC1601RL,1/13/2016,13:38,1/13/2016 13:38,8:00:00,1/13/2016 21:38,33 26.79,117 45.43,33.4465,-117.7571667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,6,Off,7,,,,,,,,,,,,,Leaving Dana Pt. stop to transit off-transect to stn 90/28. One observer on. Two buoys deployed.
E,CC1601RL,1/13/2016,13:38,1/13/2016 13:38,8:00:00,1/13/2016 21:38,33 26.79,117 45.43,33.4465,-117.7571667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,6,Off,7,,,,,,,,,,,,,Leaving Dana Pt. stop to transit off-transect to stn 90/28. One observer on. Two buoys deployed.
B,CC1601RL,1/14/2016,7:47,1/14/2016 7:47,8:00:00,1/14/2016 15:47,33 39.04,119 00.09,33.65066667,-119.0015,KW,JT,G,7,PC,30,0,0,0,270,3,2,4,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leaving stn 87/40, going to 87/45. Array deployed."
ST,CC1601RL,1/14/2016,7:47,1/14/2016 7:47,8:00:00,1/14/2016 15:47,33 39.04,119 00.09,33.65066667,-119.0015,KW,JT,G,7,PC,30,0,0,0,270,3,2,4,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leaving stn 87/40, going to 87/45. Array deployed."
W,CC1601RL,1/14/2016,7:47,1/14/2016 7:47,8:00:00,1/14/2016 15:47,33 39.04,119 00.09,33.65066667,-119.0015,KW,JT,G,7,PC,30,0,0,0,270,3,2,4,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leaving stn 87/40, going to 87/45. Array deployed."
SH,CC1601RL,1/14/2016,8:05,1/14/2016 8:05,8:00:00,1/14/2016 16:05,33 38.99,119 02.41,33.64983333,-119.0401667,KW,JT,G,7,PC,25,0,0,0,270,3,2,4,SH1,KW,,235,320,0.3,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Large tanker
W,CC1601RL,1/14/2016,8:05,1/14/2016 8:05,8:00:00,1/14/2016 16:05,33 38.99,119 02.41,33.64983333,-119.0401667,KW,JT,G,7,PC,25,0,0,0,270,3,2,4,SH1,KW,,235,320,0.3,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Large tanker
SB,CC1601RL,1/14/2016,8:50,1/14/2016 8:50,8:00:00,1/14/2016 16:50,33 34.07,119 10.08,33.56783333,-119.168,KW,JT,G,7,PC,25,0,0,0,270,3,2,4,38,KW,2,235,265,1.3,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SE,CC1601RL,1/14/2016,8:50,1/14/2016 8:50,8:00:00,1/14/2016 16:50,33 34.07,119 10.08,33.56783333,-119.168,KW,JT,G,7,PC,25,0,0,0,270,3,2,4,38,KW,2,235,265,1.3,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
W,CC1601RL,1/14/2016,8:50,1/14/2016 8:50,8:00:00,1/14/2016 16:50,33 34.07,119 10.08,33.56783333,-119.168,KW,JT,G,7,PC,25,0,0,0,270,3,2,4,38,KW,2,235,265,1.3,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SB,CC1601RL,1/14/2016,9:01,1/14/2016 9:01,8:00:00,1/14/2016 17:01,33 33.17,119 11.88,33.55283333,-119.198,KW,JT,G,7,PC,25,0,0,0,270,3,3,4,39,JT,2,235,250,0.7,,,,,,,2,2,2,0,ER,,,,On,,On,,1,,,,,,,,,,,,
SE,CC1601RL,1/14/2016,9:01,1/14/2016 9:01,8:00:00,1/14/2016 17:01,33 33.17,119 11.88,33.55283333,-119.198,KW,JT,G,7,PC,25,0,0,0,270,3,3,4,39,JT,2,235,250,0.7,,,,,,,2,2,2,0,ER,,,,On,,On,,1,,,,,,,,,,,,
W,CC1601RL,1/14/2016,9:01,1/14/2016 9:01,8:00:00,1/14/2016 17:01,33 33.17,119 11.88,33.55283333,-119.198,KW,JT,G,7,PC,25,0,0,0,270,3,3,4,39,JT,2,235,250,0.7,,,,,,,2,2,2,0,ER,,,,On,,On,,1,,,,,,,,,,,,
SH,CC1601RL,1/14/2016,9:10,1/14/2016 9:10,8:00:00,1/14/2016 17:10,33 32.35,119 13.49,33.53916667,-119.2248333,KW,JT,G,7,PC,25,0,0,0,270,3,4,5,SH2,JT,,235,310,0.3,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Large cargo ship
W,CC1601RL,1/14/2016,9:10,1/14/2016 9:10,8:00:00,1/14/2016 17:10,33 32.35,119 13.49,33.53916667,-119.2248333,KW,JT,G,7,PC,25,0,0,0,270,3,4,5,SH2,JT,,235,310,0.3,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Large cargo ship
OO,CC1601RL,1/14/2016,9:16,1/14/2016 9:16,8:00:00,1/14/2016 17:16,33 31.69,119 14.79,33.52816667,-119.2465,KW,,G,7,PC,25,0,0,0,270,3,4,5,,,,235,,,,,,,,,2,2,2,0,ZACA,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval. Cumulative ZACA count near shore.
W,CC1601RL,1/14/2016,9:16,1/14/2016 9:16,8:00:00,1/14/2016 17:16,33 31.69,119 14.79,33.52816667,-119.2465,KW,,G,7,PC,25,0,0,0,270,3,4,5,,,,235,,,,,,,,,2,2,2,0,ZACA,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval. Cumulative ZACA count near shore.
Pinn,CC1601RL,1/14/2016,9:16,1/14/2016 9:16,8:00:00,1/14/2016 17:16,33 31.69,119 14.79,33.52816667,-119.2465,KW,,G,7,PC,25,0,0,0,270,3,4,5,Pinn3,KW,,235,,,,,,,,,2,2,2,0,ZACA,,,,On,,On,,,,,,,,,,,,,,One observer on. Array retrieval. Cumulative ZACA count near shore.
ET,CC1601RL,1/14/2016,9:38,1/14/2016 9:38,8:00:00,1/14/2016 17:38,33 29.95,119 18.17,33.49916667,-119.3028333,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 87/45. Two buoys deployed.
ST,CC1601RL,1/14/2016,11:50,1/14/2016 11:50,8:00:00,1/14/2016 19:50,33 29.41,119 21.04,33.49016667,-119.3506667,KW,JT,F,7,CL,2,130,200,SE,270,12,4,7,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 87/45, going to 87/50. Array deployed."
W,CC1601RL,1/14/2016,11:50,1/14/2016 11:50,8:00:00,1/14/2016 19:50,33 29.41,119 21.04,33.49016667,-119.3506667,KW,JT,F,7,CL,2,130,200,SE,270,12,4,7,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 87/45, going to 87/50. Array deployed."
SB,CC1601RL,1/14/2016,12:43,1/14/2016 12:43,8:00:00,1/14/2016 20:43,33 24.27,119 25.75,33.4045,-119.4291667,KW,JT,F,7,CL,7,130,200,SE,270,14,4,7,40,JT,3,235,245,,10,,,,,,2,2,3,0,DSP,,,,On,,On,,5,1,,,,,,,,,,,
SE,CC1601RL,1/14/2016,12:43,1/14/2016 12:43,8:00:00,1/14/2016 20:43,33 24.27,119 25.75,33.4045,-119.4291667,KW,JT,F,7,CL,7,130,200,SE,270,14,4,7,40,JT,3,235,245,,10,,,,,,2,2,3,0,DSP,,,,On,,On,,5,1,,,,,,,,,,,
W,CC1601RL,1/14/2016,12:43,1/14/2016 12:43,8:00:00,1/14/2016 20:43,33 24.27,119 25.75,33.4045,-119.4291667,KW,JT,F,7,CL,7,130,200,SE,270,14,4,7,40,JT,3,235,245,,10,,,,,,2,2,3,0,DSP,,,,On,,On,,5,1,,,,,,,,,,,
SB,CC1601RL,1/14/2016,12:54,1/14/2016 12:54,8:00:00,1/14/2016 20:54,33 23.27,119 31.61,33.38783333,-119.5268333,KW,JT,F,7,CL,7,130,200,SE,270,14,4,7,41,JT,2,235,245,0.5,,,,,,,2,2,2,ND,ULW,,,,On,,On,,1,,,,,,,,,,,,
SE,CC1601RL,1/14/2016,12:54,1/14/2016 12:54,8:00:00,1/14/2016 20:54,33 23.27,119 31.61,33.38783333,-119.5268333,KW,JT,F,7,CL,7,130,200,SE,270,14,4,7,41,JT,2,235,245,0.5,,,,,,,2,2,2,ND,ULW,,,,On,,On,,1,,,,,,,,,,,,
W,CC1601RL,1/14/2016,12:54,1/14/2016 12:54,8:00:00,1/14/2016 20:54,33 23.27,119 31.61,33.38783333,-119.5268333,KW,JT,F,7,CL,7,130,200,SE,270,14,4,7,41,JT,2,235,245,0.5,,,,,,,2,2,2,ND,ULW,,,,On,,On,,1,,,,,,,,,,,,
OO,CC1601RL,1/14/2016,13:22,1/14/2016 13:22,8:00:00,1/14/2016 21:22,33 21.02,119 36.35,33.35033333,-119.6058333,KW,,P,7,PC,30,130,220,SE,270,18,4,7,,,,235,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval. 
W,CC1601RL,1/14/2016,13:22,1/14/2016 13:22,8:00:00,1/14/2016 21:22,33 21.02,119 36.35,33.35033333,-119.6058333,KW,,P,7,PC,30,130,220,SE,270,18,4,7,,,,235,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval. 
ET,CC1601RL,1/14/2016,13:41,1/14/2016 13:41,8:00:00,1/14/2016 21:41,33 19.47,119 39.59,33.3245,-119.6598333,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 87/50. Two buoys deployed.
SE,CC1601RL,1/14/2016,14:46,1/14/2016 14:46,8:00:00,1/14/2016 22:46,33 15.13,119 48.32,33.25216667,-119.8053333,KW,JT,P,6,PC,60,190,250,SE,280,22,5,7,43,JT,2,235,255,0.5,,,0.2,14,155,335,23,21,27,ND,ULW,,,,On,,On,,1,,,,,,,,,,,,End event of large widespread group over 20 minutes.
W,CC1601RL,1/14/2016,14:46,1/14/2016 14:46,8:00:00,1/14/2016 22:46,33 15.13,119 48.32,33.25216667,-119.8053333,KW,JT,P,6,PC,60,190,250,SE,280,22,5,7,43,JT,2,235,255,0.5,,,0.2,14,155,335,23,21,27,ND,ULW,,,,On,,On,,1,,,,,,,,,,,,End event of large widespread group over 20 minutes.
ST,CC1601RL,1/14/2016,15:06,1/14/2016 15:06,8:00:00,1/14/2016 23:06,33 19.08,119 41.38,33.318,-119.6896667,KW,JT,P,6,PC,60,190,250,SE,280,22,5,7,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 87/80, going to 87/55. Array deployed."
W,CC1601RL,1/14/2016,15:06,1/14/2016 15:06,8:00:00,1/14/2016 23:06,33 19.08,119 41.38,33.318,-119.6896667,KW,JT,P,6,PC,60,190,250,SE,280,22,5,7,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 87/80, going to 87/55. Array deployed."
SB,CC1601RL,1/14/2016,15:21,1/14/2016 15:21,8:00:00,1/14/2016 23:21,33 17.43,119 44.34,33.2905,-119.739,KW,JT,P,6,PC,60,190,250,SE,280,22,5,7,42,KW,2,235,175,1.2,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SE,CC1601RL,1/14/2016,15:21,1/14/2016 15:21,8:00:00,1/14/2016 23:21,33 17.43,119 44.34,33.2905,-119.739,KW,JT,P,6,PC,60,190,250,SE,280,22,5,7,42,KW,2,235,175,1.2,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
W,CC1601RL,1/14/2016,15:21,1/14/2016 15:21,8:00:00,1/14/2016 23:21,33 17.43,119 44.34,33.2905,-119.739,KW,JT,P,6,PC,60,190,250,SE,280,22,5,7,42,KW,2,235,175,1.2,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SB,CC1601RL,1/14/2016,15:56,1/14/2016 15:56,8:00:00,1/14/2016 23:56,33 14.28,119 50.08,33.238,-119.8346667,KW,JT,P,6,PC,40,190,250,SE,280,23,5,7,44,KW,1,235,280,70,,,,,,,9,7,13,ND,LO,,,,On,,On,,8,5,,,,,,,,,,,
SE,CC1601RL,1/14/2016,15:56,1/14/2016 15:56,8:00:00,1/14/2016 23:56,33 14.28,119 50.08,33.238,-119.8346667,KW,JT,P,6,PC,40,190,250,SE,280,23,5,7,44,KW,1,235,280,70,,,,,,,9,7,13,ND,LO,,,,On,,On,,8,5,,,,,,,,,,,
W,CC1601RL,1/14/2016,15:56,1/14/2016 15:56,8:00:00,1/14/2016 23:56,33 14.28,119 50.08,33.238,-119.8346667,KW,JT,P,6,PC,40,190,250,SE,280,23,5,7,44,KW,1,235,280,70,,,,,,,9,7,13,ND,LO,,,,On,,On,,8,5,,,,,,,,,,,
SB,CC1601RL,1/14/2016,16:03,1/14/2016 16:03,8:00:00,1/15/2016 0:03,33 13.68,119 51.27,33.228,-119.8545,KW,JT,P,6,PC,30,190,250,SE,280,24,5,7,45,KW,2,240,200,6,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,Most likely humpback based on blow.
SE,CC1601RL,1/14/2016,16:03,1/14/2016 16:03,8:00:00,1/15/2016 0:03,33 13.68,119 51.27,33.228,-119.8545,KW,JT,P,6,PC,30,190,250,SE,280,24,5,7,45,KW,2,240,200,6,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,Most likely humpback based on blow.
W,CC1601RL,1/14/2016,16:03,1/14/2016 16:03,8:00:00,1/15/2016 0:03,33 13.68,119 51.27,33.228,-119.8545,KW,JT,P,6,PC,30,190,250,SE,280,24,5,7,45,KW,2,240,200,6,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,Most likely humpback based on blow.
SB,CC1601RL,1/14/2016,16:15,1/14/2016 16:15,8:00:00,1/15/2016 0:15,33 12.74,119 53.27,33.21233333,-119.8878333,KW,JT,P,6,PC,30,190,250,SE,280,24,5,7,46,JT,2,240,260,0.5,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SE,CC1601RL,1/14/2016,16:15,1/14/2016 16:15,8:00:00,1/15/2016 0:15,33 12.74,119 53.27,33.21233333,-119.8878333,KW,JT,P,6,PC,30,190,250,SE,280,24,5,7,46,JT,2,240,260,0.5,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
W,CC1601RL,1/14/2016,16:15,1/14/2016 16:15,8:00:00,1/15/2016 0:15,33 12.74,119 53.27,33.21233333,-119.8878333,KW,JT,P,6,PC,30,190,250,SE,280,24,5,7,46,JT,2,240,260,0.5,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SB,CC1601RL,1/14/2016,16:27,1/14/2016 16:27,8:00:00,1/15/2016 0:27,33 16.89,119 45.12,33.2815,-119.752,KW,JT,P,6,PC,60,190,250,SE,280,22,5,7,43,JT,2,235,255,0.5,,,0.2,14,155,335,23,21,27,ND,ULW,,,,On,,On,,1,,,,,,,,,,,,Most likely fin whales!!
W,CC1601RL,1/14/2016,16:27,1/14/2016 16:27,8:00:00,1/15/2016 0:27,33 16.89,119 45.12,33.2815,-119.752,KW,JT,P,6,PC,60,190,250,SE,280,22,5,7,43,JT,2,235,255,0.5,,,0.2,14,155,335,23,21,27,ND,ULW,,,,On,,On,,1,,,,,,,,,,,,Most likely fin whales!!
OO,CC1601RL,1/14/2016,16:30,1/14/2016 16:30,8:00:00,1/15/2016 0:30,33 11.59,119 55.73,33.19316667,-119.9288333,KW,,P,6,PC,30,200,250,SE,280,24,5,7,,,,240,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/14/2016,16:30,1/14/2016 16:30,8:00:00,1/15/2016 0:30,33 11.59,119 55.73,33.19316667,-119.9288333,KW,,P,6,PC,30,200,250,SE,280,24,5,7,,,,240,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/14/2016,16:58,1/14/2016 16:58,8:00:00,1/15/2016 0:58,33 09.36,120 00.37,33.156,-120.0061667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 87/55. Two buoys deployed. End day.
E,CC1601RL,1/14/2016,16:58,1/14/2016 16:58,8:00:00,1/15/2016 0:58,33 09.36,120 00.37,33.156,-120.0061667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 87/55. Two buoys deployed. End day.
B,CC1601RL,1/15/2016,7:10,1/15/2016 7:10,8:00:00,1/15/2016 15:10,32 29.85,121 21.43,32.4975,-121.3571667,KW,JT,P,5,OV,100,0,0,0,250,12,4,5,,,,238,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Begin day in transit to 87/70 to 87/80. Array deployed.
