SE,CalCOFI1402SH,2/4/2014,10:12,2/4/2014 10:12,8:00:00,2/4/2014 18:12,,,33.74533,-118.44833,KW,AD,G,6,HZ,30,0,0,0,260,7,3,4,42,KW,3,330,285,0.3,,,0.3,14,230,340,685,640,730,4,Dc,,,,on,,off,1,1,2,"5, 8",Y,AD,50D,74,93,KW,40D,,,
SB,CalCOFI1402SH,2/4/2014,10:15,2/4/2014 10:15,8:00:00,2/4/2014 18:15,,,33.75383,-118.45500,KW,AD,G,6,HZ,30,0,0,0,260,7,3,4,43,AD,2,330,32,,700,,,,,,1,1,1,0,Er,,,,on,,off,1,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,10:15,2/4/2014 10:15,8:00:00,2/4/2014 18:15,,,33.75383,-118.45500,KW,AD,G,6,HZ,30,0,0,0,260,7,3,4,43,AD,2,330,32,,700,,,,,,1,1,1,0,Er,,,,on,,off,1,1,,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,10:18,2/4/2014 10:18,8:00:00,2/4/2014 18:18,,,33.76083,-118.45867,KW,AD,G,6,HZ,30,0,0,0,260,7,3,4,44,AD,2,330,341,,1000,,,,,,2,2,2,0,Er,,,,on,,off,1,2,34,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,10:18,2/4/2014 10:18,8:00:00,2/4/2014 18:18,,,33.76083,-118.45867,KW,AD,G,6,HZ,30,0,0,0,260,7,3,4,44,AD,2,330,341,,1000,,,,,,2,2,2,0,Er,,,,on,,off,1,2,34,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,10:59,2/4/2014 10:59,8:00:00,2/4/2014 18:59,,,33.87100,-118.48800,KW,AD,G,6,HZ,33,0,0,0,260,5,2,4,45,KW,3,351,60,,800,,,,50,120,73,59,89,ND,Dsp,,,,off,6,off,1,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,10:59,2/4/2014 10:59,8:00:00,2/4/2014 18:59,,,33.87100,-118.48800,KW,AD,G,6,HZ,33,0,0,0,260,5,2,4,45,KW,3,351,60,,800,,,,50,120,73,59,89,ND,Dsp,,,,off,6,off,1,1,,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,14:02,2/4/2014 14:02,8:00:00,2/4/2014 22:02,,,33.84450,-118.54467,KW,AD,G,6,OV,90,0,0,0,260,6,2,3,46,KW,2,215,240,0.7,,,,,,,1,1,2,1,Bp,,,,on,,on,,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,14:02,2/4/2014 14:02,8:00:00,2/4/2014 22:02,,,33.84450,-118.54467,KW,AD,G,6,OV,90,0,0,0,260,6,2,3,46,KW,2,215,240,0.7,,,,,,,1,1,2,1,Bp,,,,on,,on,,1,,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,14:11,2/4/2014 14:11,8:00:00,2/4/2014 22:11,,,33.83650,-118.57350,KW,AD,G,6,OV,90,0,0,0,260,6,2,3,47,AD,2,255,336,,1600,,,,,,1,1,1,0,Bp,,,,on,,on,,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,14:11,2/4/2014 14:11,8:00:00,2/4/2014 22:11,,,33.83650,-118.57350,KW,AD,G,6,OV,90,0,0,0,260,6,2,3,47,AD,2,255,336,,1600,,,,,,1,1,1,0,Bp,,,,on,,on,,1,,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,14:15,2/4/2014 14:15,8:00:00,2/4/2014 22:15,,,33.83400,-118.58400,KW,AD,G,6,OV,90,0,0,0,260,6,2,3,48,AD,2,295,264,2.7,,,,,,,51,47,60,4,Tt,,,,on,,on,,2,8,5,Y,KW,40D,671,701,AD,50D,98,104,
SE,CalCOFI1402SH,2/4/2014,14:15,2/4/2014 14:15,8:00:00,2/4/2014 22:15,,,33.83400,-118.58400,KW,AD,G,6,OV,90,0,0,0,260,6,2,3,48,AD,2,295,264,2.7,,,,,,,51,47,60,4,Tt,,,,on,,on,,2,8,5,Y,KW,40D,671,701,AD,50D,98,104,
SB,CalCOFI1402SH,2/4/2014,17:17,2/4/2014 17:17,8:00:00,2/5/2014 1:17,,,33.85417,-118.70700,KW,AD,F,6,PC,65,240,260,M,275,6,3,3,49,KW,2,326,270,1,,,,,,,1,1,1,0,ULW,,,,on,,off,1,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,17:17,2/4/2014 17:17,8:00:00,2/5/2014 1:17,,,33.85417,-118.70700,KW,AD,F,6,PC,65,240,260,M,275,6,3,3,49,KW,2,326,270,1,,,,,,,1,1,1,0,ULW,,,,on,,off,1,1,,,,,,,,,,,,
