SB,CalCOFI0711NH,11/8/2007,12:40,11/8/2007 12:40,8:00:00,11/8/2007 20:40,,,32.67050,-119.43417,LJM,DC,,,,,,,,,,,,9,LJM,,58,84,,2600,,,,,,2,2,2,0,UNID_CETAC,,,,ON,,ON,,0,,,,,,,,,,,,"unid ziphiid. Possible mesoplodon. Slow rolls ,falcate dorsal 2/3 back, no blows, short surface bout"
SB,CalCOFI0711NH,11/8/2007,13:40,11/8/2007 13:40,8:00:00,11/8/2007 21:40,,,32.76000,-119.26750,LJM,DC,,,,,,,,,,,,10,LJM,,62,79,0.8,1485,,,,,,1,1,1,ND,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,
SP,CalCOFI0711NH,11/8/2007,13:43,11/8/2007 13:43,8:00:00,11/8/2007 21:43,,,32.76600,-119.25450,LJM,DC,,,,,,,,,,,,10,,,61,114,1.4,955,,,,,,,,,,UNID_CETAC,,,,ON,,ON,,,,,,,,,,,,,,(Ship heading calculated from position data)
SB,CalCOFI0711NH,11/8/2007,13:56,11/8/2007 13:56,8:00:00,11/8/2007 21:56,,,32.78133,-119.21833,LJM,DC,,,,,,,,,,,,11,LJM,,61,38,0.2,3500,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,ON,,0,,,,,,,,,,,,"BALEEN WHALE , TALL BLOW"
SP,CalCOFI0711NH,11/8/2007,13:58,11/8/2007 13:58,8:00:00,11/8/2007 21:58,,,32.78400,-119.21200,LJM,DC,,,,,,,,,,,,11,,,63,16,0.1,4701,,,,,,2,2,3,0,UNID_CETAC,,,,ON,,ON,,,,,,,,,,,,,,(Ship heading calculated from position data)
SB,CalCOFI0711NH,11/8/2007,14:15,11/8/2007 14:15,8:00:00,11/8/2007 22:15,,,32.80617,-119.16233,LJM,DC,,,,,,,,,,,,12,DC,,56,67,0.2,3500,,,,,,2,1,2,ND,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0711NH,11/8/2007,14:28,11/8/2007 14:28,8:00:00,11/8/2007 22:28,,,32.82417,-119.12717,LJM,DC,,,,,,,,,,,,13,LJM,,59,324,0.4,2385,,,,,,1,1,1,ND,UNID_CETAC,,,,ON,,ON,,,,,,,,,,,,,,"POSSIBLE RESIGHT OF #12. BLUE/FIN, TALL COLUMNAR BLOW NO BODY SEEN (Ship heading calculated from position data)"
SB,CalCOFI0711NH,11/8/2007,15:21,11/8/2007 15:21,8:00:00,11/8/2007 23:21,,,32.89439,-118.98540,LJM,DC,,,,,,,,,,,,14,LJM,,59,70,0.1,4701,,,,,,1,1,1,ND,UNID_CETAC,,,,ON,,ON,,0,,,,,,,,,,,,"BALEEN WHALE, A FEW BLOWS SEEN (Ship heading calculated from position data)"
SB,CalCOFI0711NH,11/9/2007,8:00,11/9/2007 8:00,8:00:00,11/9/2007 16:00,,,33.45333,-117.86683,LJM,DC,,,,,,,,,,,,15,LJM,,74,353,0.6,1827,,,,,,9,4,20,ND,UD,,,,ON,,ON,,2,,,,,,,,,,,,small delphinids probable delphinus
SB,CalCOFI0711NH,11/9/2007,8:23,11/9/2007 8:23,8:00:00,11/9/2007 16:23,,,33.47667,-117.77633,LJM,DC,,,,,,,,,,,,16,LJM,,71,8,0.4,2385,,,,,,1,1,1,0,Ba,,,,ON,,ON,,1,,,,,,,,,,,,with birds
SB,CalCOFI0711NH,11/9/2007,9:10,11/9/2007 9:10,8:00:00,11/9/2007 17:10,,,33.48483,-117.77150,LJM,DC,,,,,,,,,,,,17,GC,,299,209,2.4,601,,,,,,200,120,350,ND,Dd,,,,OFF,,OFF,,4,1,,,Laura J Morse,20071109,9160-9162,,,,,,"Mixed with birds, gulls and pelicans. Sighted on station, widely spread out."
SB,CalCOFI0711NH,11/9/2007,13:07,11/9/2007 13:07,8:00:00,11/9/2007 21:07,,,33.56467,-117.95217,DC,LJM,,,,,,,,,,,,18,DC,,297,266,1.6,854,,,,,,120,80,150,ND,Dsp,,,,ON,,OFF,,1,,,,,,,,,,,,Group spread to -52 degrees
SB,CalCOFI0711NH,11/9/2007,15:43,11/9/2007 15:43,8:00:00,11/9/2007 23:43,,,33.65300,-118.26840,DC,LJM,,,,,,,,,,,,19,DC,,294,276,0.6,1827,,,,,,700,400,1500,ND,Dsp,,,,ON,,OFF,,2,,,,,,,,,,,,Group spans +11 to -57
SP,CalCOFI0711NH,11/9/2007,15:50,11/9/2007 15:50,8:00:00,11/9/2007 23:50,,,33.66040,-118.28700,DC,LJM,,,,,,,,,,,,19,DC,,294,280,,150,,,,,,700,400,1500,1,Dd,,,,ON,,OFF,,2,5,,,,,,,,,,,"Widely spread, a few animals bow rode briefly"
SB,CalCOFI0711NH,11/9/2007,16:02,11/9/2007 16:02,8:00:00,11/10/2007 0:02,,,33.67910,-118.31530,DC,LJM,,,,,,,,,,,,20,DC,,294,197,1.8,773,,,,,,2,2,2,0,Bm,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0711NH,11/10/2007,6:59,11/10/2007 6:59,8:00:00,11/10/2007 14:59,,,33.43267,-119.45183,LJM,DC,,,,,,,,,,,,21,LJM,,238,244,1,1253,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,"One tall columnar blow, no body seen Bp/Bm?"
SB,CalCOFI0711NH,11/10/2007,7:02,11/10/2007 7:02,8:00:00,11/10/2007 15:02,,,33.42950,-119.45817,LJM,DC,,0,,0,,,,,,5,0,22,DC,,238,217,0.8,1485,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,"Tall columnar blow, Bp/Bm?"
SB,CalCOFI0711NH,11/10/2007,10:28,11/10/2007 10:28,8:00:00,11/10/2007 18:28,,,33.28150,-119.74683,DC,LJM,,,,,,,,,,,,23,LJM,,242,279,6,258,,,,,,6,6,6,0,Lo,,,,ON,,ON,,2,5,,,,,,,,,,,
SB,CalCOFI0711NH,11/10/2007,10:34,11/10/2007 10:34,8:00:00,11/10/2007 18:34,,,33.27400,-119.76200,DC,LJM,,,,,,,,,,,,24,LJM,,242,329,11,144,,,,,,5,4,10,0,Lo,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0711NH,11/10/2007,11:04,11/10/2007 11:04,8:00:00,11/10/2007 19:04,,,33.23017,-119.84400,DC,LJM,,,,,,,,,,,,25,LJM,,244,308,,500,,,,,,1,1,10,0,UD,,,,ON,,ON,,1,,,,,,,,,,,,"Very brief look, surfing swell."
SB,CalCOFI0711NH,11/10/2007,11:41,11/10/2007 11:41,8:00:00,11/10/2007 19:41,,,33.18333,-119.94117,DC,DC,,,,,,,,,,,,26,DC,,242,325,0.6,1827,,,,,,2,2,2,0,UNID_CETAC,,,,OFF,,ON,,0,,,,,,,,,,,,"BLOWS SEEN, TALL COLUMNAR NO BODY SEEN"
SB,CalCOFI0711NH,11/11/2007,9:54,11/11/2007 9:54,8:00:00,11/11/2007 17:54,,,32.06983,-122.22000,LJM,LJM,,,,,,,,,,,,27,LJM,,239,199,2.2,649,,,,,,6,3,20,ND,UD,,,,OFF,,ON,,2,,,,,,,,,,,,1ST HEARD AND DIRECTED TO BY ACOUSTICS
SB,CalCOFI0711NH,11/13/2007,7:46,11/13/2007 7:46,8:00:00,11/13/2007 15:46,,,32.92417,-122.14333,DC,DC,,,,,,,,,,,,28,GC,,55,145,,15,,,,,,35,10,150,0,Dd,,,,OFF,,ON,,2,5,,,,,,,,,,,sighted while departing stn and deploying array
SB,CalCOFI0711NH,11/13/2007,15:36,11/13/2007 15:36,8:00:00,11/13/2007 23:36,,,33.31567,-121.34733,LJM,LJM,,,,,,,,,,,,29,LJM,,61,36,,500,,,,,,2,2,2,0,UNID_CETAC,,,,OFF,,ON,,2,,,,,,,,,,,,Bm/Bp?
SB,CalCOFI0711NH,11/13/2007,15:52,11/13/2007 15:52,8:00:00,11/13/2007 23:52,,,33.33133,-121.30300,LJM,LJM,,,,,,,,,,,,30,LJM,,60,43,0.7,1638,,,,,,3,2,3,0,UNID_CETAC,,,,OFF,,ON,,1,,,,,,,,,,,,"Puffy blow, 1 blow consistently smaller, possibly a calf/juvenile.  MN?"
SB,CalCOFI0711NH,11/13/2007,15:52,11/13/2007 15:52,8:00:00,11/13/2007 23:52,,,33.33133,-121.30300,LJM,LJM,,,,,,,,,,,,31,LJM,,60,335,,600,,,,,,1,1,1,0,UNID_CETAC,,,,OFF,,OFF,,1,,,,,,,,,,,,"Blows, no body seen."
SB,CalCOFI0711NH,11/13/2007,16:12,11/13/2007 16:12,8:00:00,11/14/2007 0:12,,,33.35340,-121.25140,LJM,DC,,,,,,,,,,,,32,DC,,60,113,0.4,2385,,,,,,1,1,1,0,UNID_CETAC,,,,OFF,,OFF,,0,,,,,,,,,,,,"Puffy blows, not so columnar.  Off effort, notified of sighting by crew."
SB,CalCOFI0711NH,11/13/2007,16:38,11/13/2007 16:38,8:00:00,11/14/2007 0:38,,,33.38217,-121.17850,LJM,DC,,,,,,,,,,,,33,DC,,60,94,0.7,1638,,,,,,2,1,2,0,Mn,,,,OFF,,OFF,,0,8,,,,,,,,,,,
SB,CalCOFI0711NH,11/14/2007,6:37,11/14/2007 6:37,8:00:00,11/14/2007 14:37,,,33.88547,-119.93925,DC,LJM,,,,,,,,,,,,34,LJM,,90,154,0.7,1638,,,,,,4,2,8,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,possible Tt or Gg
SP,CalCOFI0711NH,11/14/2007,6:41,11/14/2007 6:41,8:00:00,11/14/2007 14:41,,,33.88765,-119.92653,DC,LJM,,,,,,,,,,,,34,LJM,,90,210,0.7,1638,,,,,,9,7,15,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0711NH,11/14/2007,6:43,11/14/2007 6:43,8:00:00,11/14/2007 14:43,,,33.88883,-119.91867,DC,LJM,,,,,,,,,,,,35,LJM,,90,102,0.4,2385,,,,,,1400,700,2500,ND,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,"widely spread, -27 to +12"
SP,CalCOFI0711NH,11/14/2007,6:52,11/14/2007 6:52,8:00:00,11/14/2007 14:52,,,33.89333,-119.89017,DC,LJM,,,,,,,,,,,,35,DC,,90,23,3.1,477,,,,,,1400,700,2500,ND,Dsp,,,,ON,,ON,,2,5,,,,,,,,,,,"Animals that approached looked like capensis, glare on port."
SB,CalCOFI0711NH,11/14/2007,8:33,11/14/2007 8:33,8:00:00,11/14/2007 16:33,,,33.95683,-119.56700,DC,LJM,,,,,,,,,,,,37,LJM,,75,98,0.6,1827,,,,,,1700,800,3000,ND,UD,,,,ON,,ON,,9,4,,,,,,,,,,,"associated with bird, widely spread +20 to +84, probably Dsp."
SB,CalCOFI0711NH,11/14/2007,8:46,11/14/2007 8:46,8:00:00,11/14/2007 16:46,,,33.97467,-119.52967,DC,LJM,,,,,,,,,,,,38,DC,,44,13,,325,,,,,,4,3,5,0,Pd,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0711NH,11/14/2007,9:57,11/14/2007 9:57,8:00:00,11/14/2007 17:57,,,34.17050,-119.50333,,,,,,,,,,,,,,39,LJM,,0,30,,400,,,,,,12,9,15,ND,Dsp,,,,OFF,,OFF,,1,,,,,,,,,,,,Saw 1 head looked like capensis
SB,CalCOFI0711NH,11/14/2007,11:46,11/14/2007 11:46,8:00:00,11/14/2007 19:46,,,34.19117,-119.49450,DC,LJM,,,,,,,,,,,,40,LJM,,66,73,2,706,,,,,,24,15,35,1,Dsp,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0711NH,11/15/2007,8:36,11/15/2007 8:36,8:00:00,11/15/2007 16:36,,,34.40317,-120.62583,DC,LJM,,,,,,,,,,,,41,LJM,,230,264,0.2,3500,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,ON,,0,,,,,,,,,,,,"blow, possible mn"
SB,CalCOFI0711NH,11/15/2007,12:58,11/15/2007 12:58,8:00:00,11/15/2007 20:58,,,34.25367,-120.93233,LJM,DC,,,,,,,,,,,,42,DC,,244,249,,50,,,,,,6,4,10,0,Lb,,,,ON,,ON,,1,5,,,,,,,,,,,
SB,CalCOFI0711NH,11/16/2007,7:09,11/16/2007 7:09,8:00:00,11/16/2007 15:09,,,33.41867,-122.74633,DC,DC,,,,,,,,,,,,43,DC,,235,281,,300,,,,,,28,20,35,1,Dd,,,,OFF,,ON,,2,5,,,Laura J Morse,20071116,9132-9141,,,,,,
SB,CalCOFI0711NH,11/16/2007,8:42,11/16/2007 8:42,8:00:00,11/16/2007 16:42,,,33.28233,-122.95900,LJM,DC,,,,,,,,,,,,44,DC,,235,269,,500,,,,,,10,7,15,0,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,
SP,CalCOFI0711NH,11/16/2007,8:53,11/16/2007 8:53,8:00:00,11/16/2007 16:53,,,33.26500,-122.98433,LJM,DC,,,,,,,,,,,,44,DC,,235,292,,400,,,,,,15,10,20,0,Dd,,,,ON,,ON,,,,,,,,,,,,,,ANIMALS STILL TRICKLING IN AND BOWRIDING
SB,CalCOFI0711NH,11/16/2007,9:24,11/16/2007 9:24,8:00:00,11/16/2007 17:24,,,33.22450,-123.05800,LJM,DC,,,,,,,,,,,,45,LJM,,235,240,,1000,,,,,,1,1,1,nd,UNID_CETAC,,,,ON,,ON,,0,,,,,,,,,,,,"WHISPY BLOWS, MED HEIGHT"
SB,CalCOFI0711NH,11/16/2007,9:45,11/16/2007 9:45,8:00:00,11/16/2007 17:45,,,33.19833,-123.11167,LJM,DC,,,,,,,,,,,,46,LJM,,243,251,0.3,2828,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,BM?
SP,CalCOFI0711NH,11/16/2007,9:54,11/16/2007 9:54,8:00:00,11/16/2007 17:54,,,33.18717,-123.13517,LJM,DC,,,,,,,,,,,,46,LJM,,243,347,2.4,601,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,ON,,,,,,,,,,,,,,SINGLE BLOWS
SB,CalCOFI0711NH,11/16/2007,12:53,11/16/2007 12:53,8:00:00,11/16/2007 20:53,,,33.19667,-123.24800,LJM,LJM,,,,,,,,,,,,47,LJM,,328,343,6,258,,,,,,110,70,300,1,Dd,,,,OFF,,OFF,,2,5,,,,,,,,,,,GROUP SPREAD OUT ABOUT 1 NM
SB,CalCOFI0711NH,11/16/2007,13:10,11/16/2007 13:10,8:00:00,11/16/2007 21:10,,,33.23633,-123.27783,LJM,DC,,0,PC,60,,,,,,0,0,48,LJM,,328,53,0.5,2067,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,OFF,,0,,,,,,,,,,,,"MED SIZE BLOWS, BALEEN WHALE, NO BODY SEEN"
SB,CalCOFI0711NH,11/16/2007,13:16,11/16/2007 13:16,8:00:00,11/16/2007 21:16,,,33.24733,-123.28633,LJM,DC,,,,,,,,,,,,49,LJM,,328,280,4,378,,,,,,7,4,15,0,Dd,,,,ON,,OFF,,2,5,,,,,,,,,,,ASSOC WITH SIGHTING #47
SB,CalCOFI0711NH,11/16/2007,13:46,11/16/2007 13:46,8:00:00,11/16/2007 21:46,,,33.31550,-123.33800,LJM,DC,,,,,,,,,,,,50,LJM,,328,323,0.2,3500,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,OFF,,0,,,,,,,,,,,,TALL COLUMNAR BLOW
SP,CalCOFI0711NH,11/16/2007,13:53,11/16/2007 13:53,8:00:00,11/16/2007 21:53,,,33.33100,-123.34933,LJM,DC,,,,,,,,,,,,50,LJM,,328,287,0.9,1359,,,,,,2,2,2,0,UNID_CETAC,,,,ON,,OFF,,1,,,,,,,,,,,,"SINGLE COLUMNAR BLOWS, NO BOSY SEEN"
SB,CalCOFI0711NH,11/16/2007,15:35,11/16/2007 15:35,8:00:00,11/16/2007 23:35,,,33.55817,-123.52067,LJM,DC,,,,,,,,,,,,51,LJM,,328,319,1.2,1084,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,OFF,,1,,,,,,,,,,,,"LIKELY BM, BRIEF LOOK AT BODY"
SB,CalCOFI0711NH,11/16/2007,16:04,11/16/2007 16:04,8:00:00,11/17/2007 0:04,,,33.62450,-123.56900,LJM,DC,,,,,,,,,,,,52,LJM,,328,335,0.3,2828,,,,,,1,1,1,0,UNID_CETAC,,,,ON,,OFF,,0,,,,,,,,,,,,SINGLE BLOW
SP,CalCOFI0711NH,11/16/2007,16:10,11/16/2007 16:10,8:00:00,11/17/2007 0:10,,,33.63767,-123.57850,LJM,DC,,,,,,,,,,,,52,LJM,,328,282,2.1,676,,,,,,1,1,1,0,Bp,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0711NH,11/17/2007,15:06,11/17/2007 15:06,8:00:00,11/17/2007 23:06,,,34.75909,-121.48497,,,,,,,,,,,,,,53,DC,,64,86,,50,,,,,,4,3,6,0,Lb,,,,ON,,OFF,,2,,,,,,,,,,,,BRIEF APPROACH** Changed 2 May 2008 to off transect for weather**
SB,CalCOFI0711NH,11/18/2007,14:34,11/18/2007 14:34,8:00:00,11/18/2007 22:34,,,33.49425,-118.72766,DC,DC,P,0.5,HF,100,,,,,,2,2,54,DC,,138,117,,800,,,,,,2,2,2,0,Ba,,,,OFF,,OFF,,1,,,,,,,,,,,,off effort sighting while transiting
SB,CalCOFI0711NH,11/18/2007,15:05,11/18/2007 15:05,8:00:00,11/18/2007 23:05,,,33.42803,-118.65691,DC,DC,,,,,,,,,,,,55,DC,,138,118,12.1,131,,,,,,1,1,1,0,Ba,,,,OFF,,OFF,,1,,,,,,,,,,,,
SP,CalCOFI0711NH,11/18/2007,15:06,11/18/2007 15:06,8:00:00,11/18/2007 23:06,,,33.42588,-118.65464,DC,DC,,,,,,,,,,,,55,DC,,138,41,11.7,136,,,,,,1,1,1,0,Ba,,,,OFF,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0711NH,11/18/2007,15:19,11/18/2007 15:19,8:00:00,11/18/2007 23:19,,,33.39848,-118.62462,DC,DC,,,,,,,,,,,,56,DC,,138,89,1.8,773,,,,,,575,350,700,ND,Dd,,,,OFF,,OFF,,2,,,,,,,,,,,,"span almost 40 degrees, -16 to -51"
SP,CalCOFI0711NH,11/18/2007,15:22,11/18/2007 15:22,8:00:00,11/18/2007 23:22,,,33.39210,-118.61766,DC,DC,,,,,,,,,,,,56,DC,,138,148,4.6,332,,,,,,575,350,700,ND,Dd,,,,OFF,,OFF,,2,5,,,,,,,,,,,
SB,CalCOFI0711NH,11/18/2007,16:20,11/18/2007 16:20,8:00:00,11/19/2007 0:20,,,33.28867,-119.45933,DC,DC,,,,,,,,,,,,57,DC,,122,34,,400,,,,,,25,15,40,ND,Tt,,,,OFF,,OFF,,1,,,,,,,,,,,,
