SB,CalCOFI0504NH,4/17/2005,15:20,4/17/2005 15:20,8:00:00,4/17/2005 23:20,,,30.98467,-121.35083,DLC,SMC,,,,,,,,,,,,8,SMC,,235,258,,100,,,,,,2,,,0,Tt,,,,On,,On,,8,,,,,,,,,,,,"Very surface active, breaching."
SB,CalCOFI0504NH,4/17/2005,16:24,4/17/2005 16:24,8:00:00,4/18/2005 0:24,,,30.87333,-121.52900,DLC,SMC,,,,,,,,,,,,9,SMC,,241,301,,150,,,,,,12,,,ND,Dsp,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/18/2005,14:30,4/18/2005 14:30,8:00:00,4/18/2005 22:30,,,30.03483,-123.75633,DLC,SMC,,,,,,,,,,,,10,SMC,,330,60,,75,,,,,,18,,,0,Dd,,,,On,,Off,,5,,,,,,,,,,,,"Orignal estimate was 2, -ABD 200522NOV"
SP,CalCOFI0504NH,4/18/2005,14:37,4/18/2005 14:37,8:00:00,4/18/2005 22:37,,,30.04817,-123.76667,DLC,SMC,,,,,,,,,,,,10,SMC,,330,48,,10,,,,,,18,,,0,Dd,,,,On,,Off,,5,,,,,,,,,,,,
SB,CalCOFI0504NH,4/18/2005,15:36,4/18/2005 15:36,8:00:00,4/18/2005 23:36,,,30.17750,-123.85400,DLC,SMC,,,,,,,,,,,,11,SMC,,330,257,4.2,,,,,,,120,100,150,1,Dd,,,,On,,Off,,2,,,,,,,,,,,,
SP,CalCOFI0504NH,4/18/2005,15:42,4/18/2005 15:42,8:00:00,4/18/2005 23:42,,,30.19017,-123.86250,DLC,SMC,,,,,,,,,,,,11,SMC,,330,269,,50,,,,,,120,100,150,1,Dd,,,,On,,Off,,2,5,,,,,,,,,,,Birder said he saw 2 LO's with group
SB,CalCOFI0504NH,4/18/2005,16:15,4/18/2005 16:15,8:00:00,4/19/2005 0:15,,,30.26417,-123.91233,DLC,SMC,,,,,,,,,,,,12,SMC,,330,236,,50,,,,,,12,,,0,Dd,,,,On,,Off,,2,5,,,,,,,,,,,
SP,CalCOFI0504NH,4/18/2005,16:21,4/18/2005 16:21,8:00:00,4/19/2005 0:21,,,30.27983,-123.92267,DLC,SMC,,,,,,,,,,,,12,SMC,,330,255,,5,,,,,,12,,,0,Dd,,,,On,,Off,,5,,,,,,,,,,,,
SB,CalCOFI0504NH,4/18/2005,17:10,4/18/2005 17:10,8:00:00,4/19/2005 1:10,,,30.39044,-123.98751,DLC,SMC,,,,,,,,,,,,13,SMC,,340,93,3.6,,,,,,,20,,,ND,Dd,,,,On,,Off,,2,,,,,,,,,,,,Cook's petrels associated with dolphins.
SB,CalCOFI0504NH,4/19/2005,11:43,4/19/2005 11:43,8:00:00,4/19/2005 19:43,,,31.24583,-122.39900,DLC,SMC,,,,,,,,,,,,14,SMC,,60,108,,15,,,,,,6,,,0,Dd,,,,OFF,,On,,1,5,,,,,,,,,,,"*Change May 2 2008, ""to off transect"" due to weather--ABD**"
SB,CalCOFI0504NH,4/19/2005,13:09,4/19/2005 13:09,8:00:00,4/19/2005 21:09,,,31.34450,-122.14417,DLC,SMC,,,,,,,,,,,,15,SMC,,60,75,4.2,,,,,,,250,200,300,ND,Dd,,,,OFF,,On,,1,5,,,,,,,,,,,"Large group spread out. *Change May 2 2008, ""to off transect"" due to weather--ABD**"
SP,CalCOFI0504NH,4/19/2005,13:16,4/19/2005 13:16,8:00:00,4/19/2005 21:16,,,31.35167,-122.12400,DLC,SMC,,,,,,,,,,,,15,SMC,,60,82,11.6,,,,,,,250,200,300,ND,Dd,,,,OFF,,On,,1,,,,,,,,,,,,"*Change May 2 2008, ""to off transect"" due to weather--ABD**"
SB,CalCOFI0504NH,4/19/2005,18:07,4/19/2005 18:07,8:00:00,4/20/2005 2:07,,,31.52450,-121.83233,DLC,SMC,,,,,,,,,,,,16,SMC,,63,149,,15,,,,,,8,,,0,Dd,,,,OFF,,On,,1,5,,,,,,,,,,,"*Change May 2 2008, ""to off transect"" due to weather--ABD**"
SB,CalCOFI0504NH,4/19/2005,18:18,4/19/2005 18:18,8:00:00,4/20/2005 2:18,,,31.54067,-121.79283,DLC,SMC,,,,,,,,,,,,17,SMC,,65,20,,10,,,,,,2,,,0,Dd,,,,OFF,,On,,2,,,,,,,,,,,,"*Change May 2 2008, ""to off transect"" due to weather--ABD**"
SB,CalCOFI0504NH,4/20/2005,14:48,4/20/2005 14:48,8:00:00,4/20/2005 22:48,,,32.59367,-119.60000,DLC,SMC,,,,,,,,,,,,18,SMC,,55,58,,10,,,,,,2,,,0,Lo,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0504NH,4/21/2005,8:05,4/21/2005 8:05,8:00:00,4/21/2005 16:05,,,33.24217,-118.25883,DLC,SMC,,,,,,,,,,,,19,SMC,,351,44,,150,,,,,,1,,,0,Bp,,,,Off,,On,,1,,,,,,,,,,,,"OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/21/2005,8:44,4/21/2005 8:44,8:00:00,4/21/2005 16:44,,,33.27233,-118.21517,DLC,SMC,,,,,,,,,,,,17.5,SMC,,58,131,0.6,,,,,,,1,,,0,Unid_Cetac,,,,On,,On,,0,,,,,,,,,,,,unid whale
SB,CalCOFI0504NH,4/21/2005,10:08,4/21/2005 10:08,8:00:00,4/21/2005 18:08,,,33.40100,-117.94500,DLC,SMC,,,,,,,,,,,,18.5,SMC,,62,143,1.2,,,,,,,8,6,10,0,UD,,,,On,,On,,1,,,,,,,,,,,,Unid dolphin
SB,CalCOFI0504NH,4/21/2005,12:36,4/21/2005 12:36,8:00:00,4/21/2005 20:36,,,33.44283,-117.83283,DLC,SMC,,,,,,,,,,,,19.5,SMC,,52,121,,150,,,,,,3,,,0,Lo,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0504NH,4/22/2005,5:44,4/22/2005 5:44,8:00:00,4/22/2005 13:44,,,33.65550,-118.97400,UNK,UNK,,,,,,,,,,,,20,SMC,,178,40,,2.2,,,,,,6,6,,0,Gg,,,,Off,,On,,1,,,,,,,,,,,,"On station, off-effort observations"
SB,CalCOFI0504NH,4/22/2005,5:49,4/22/2005 5:49,8:00:00,4/22/2005 13:49,,,33.65550,-118.97400,UNK,UNK,,,,,,,,,,,,21,SMC,,178,121,12.4,,,,,,,9,8,10,2,Sb,,,,Off,,On,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,6:00,4/22/2005 6:00,8:00:00,4/22/2005 14:00,,,33.65320,-118.97366,UNK,UNK,,,,,,,,,,,,22,SMC,,178,219,1.6,,,,,,,10,10,,0,Tt,,,,Off,,On,,1,4,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,6:30,4/22/2005 6:30,8:00:00,4/22/2005 14:30,,,33.65223,-118.97102,UNK,UNK,,,,,,,,,,,,23,SMC,,178,146,12,,,,,,,20,,,1,Gg,,,,Off,,On,,1,,,,,,,,,,,,"OFF EFFORT SIGHTING
SP,CalCOFI0504NH,4/22/2005,6:46,4/22/2005 6:46,8:00:00,4/22/2005 14:46,,,33.65550,-118.97400,UNK,UNK,,,,,,,,,,,,23,SMC,,178,166,3.6,,,,,,,20,,,1,Gg,,,,Off,,On,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,8:03,4/22/2005 8:03,8:00:00,4/22/2005 16:03,,,33.63167,-118.98500,UNK,UNK,,,,,,,,,,,,24,SMC,,210,184,1.6,,,,,,,8,8,,1?,Tt,,,,Off,,On,,1,,,,,,,,,,,,"OFF EFFORT SIGHTING
SP,CalCOFI0504NH,4/22/2005,8:17,4/22/2005 8:17,8:00:00,4/22/2005 16:17,,,33.62917,-118.98867,UNK,UNK,,,,,,,,,,,,24,SMC,,240,305,0.8,,,,,,,8,8,,1,Tt,,,,Off,,On,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,9:48,4/22/2005 9:48,8:00:00,4/22/2005 17:48,,,33.50083,-119.29333,DLC,SMC,,,,,,,,,,,,26,SMC,,243,196,4.8,,,,,,,5,,,0,Lo,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0504NH,4/22/2005,10:10,4/22/2005 10:10,8:00:00,4/22/2005 18:10,,,33.48767,-119.32233,DLC,SMC,,,,,,,,,,,,27,SMC,,232,109,7.2,,,,,,,1,,,0,Unid_Cetac,,,,Off,,On,,1,,,,,,,,,,,,OFF EFFORT SIGHTING unid whale
SP,CalCOFI0504NH,4/22/2005,10:15,4/22/2005 10:15,8:00:00,4/22/2005 18:15,,,33.48667,-119.32317,DLC,SMC,,,,,,,,,,,,27,SMC,,235,65,2.6,,,,,,,1,,,0,Bp,,,,Off,,On,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,13:38,4/22/2005 13:38,8:00:00,4/22/2005 21:38,,,33.39100,-119.45383,DLC,SMC,E,10,PC,50,,,,,,1,2,30,SMC,,130,148,,800,,,,,,14,,,0,Lo,,,,ON,,Off,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,13:57,4/22/2005 13:57,8:00:00,4/22/2005 21:57,,,33.42333,-119.49367,DLC,SMC,,,,,,,,,,,,31,SMC,,306,281,5,,,,,,,20,,,0,Lb,,,,ON,,Off,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,14:04,4/22/2005 14:04,8:00:00,4/22/2005 22:04,,,33.43717,-119.51300,DLC,SMC,E,10,PC,50,,,,,,1,2,32,SMC,,305,275,1.6,,,,,,,55,50,60,0,Lb,,,,ON,,Off,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,14:07,4/22/2005 14:07,8:00:00,4/22/2005 22:07,,,33.44183,-119.51950,DLC,SMC,,,,,,,,,,,,33,SMC,,306,191,,400,,,,,,55,50,60,0,Lb,,,,ON,,Off,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,14:08,4/22/2005 14:08,8:00:00,4/22/2005 22:08,,,33.44417,-119.52283,DLC,SMC,,,,,,,,,,,,31.5,SMC,,306,276,3.6,,,,,,,10,9,11,0,Lo,,,,ON,,Off,,1,,,,,,,,,,,,"OFF EFFORT SIGHTING was ""C""-ABD
SB,CalCOFI0504NH,4/22/2005,14:10,4/22/2005 14:10,8:00:00,4/22/2005 22:10,,,33.44783,-119.52800,DLC,SMC,,,,,,,,,,,,35,SMC,,310,243,3.2,,,,,,,70,50,90,0,Lb,,,,ON,,Off,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,15:37,4/22/2005 15:37,8:00:00,4/22/2005 23:37,,,33.61733,-119.76583,DLC,SMC,,,,,,,,,,,,36,SMC,,313,217,0.4,,,,,,,5,,,0,Mn,,,,ON,,Off,,9,,,,,,,,,,,,"OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,16:03,4/22/2005 16:03,8:00:00,4/23/2005 0:03,,,33.66983,-119.84533,DLC,SMC,E,10,PC,50,,,,,,1,2,37,SMC,,310,328,,120,,,,,,1,,,0,Ba,,,,ON,,Off,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,16:33,4/22/2005 16:33,8:00:00,4/23/2005 0:33,,,33.72267,-119.92967,DLC,SMC,,,,,,,,,,,,38,SMC,,310,168,2.2,,,,,,,6,5,7,0,Gg,,,,ON,,Off,,1,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/22/2005,16:38,4/22/2005 16:38,8:00:00,4/23/2005 0:38,,,33.73033,-119.94083,DLC,SMC,,,,,,,,,,,,39,SMC,,310,326,0.8,,,,,,,1,,,0,Unid_Cetac,,,,ON,,Off,,0,,,,,,,,,,,,OFF EFFORT SIGHTING unid whale
SB,CalCOFI0504NH,4/22/2005,16:43,4/22/2005 16:43,8:00:00,4/23/2005 0:43,,,33.73933,-119.95350,DLC,SMC,,,,,,,,,,,,40,SMC,,313,23,1.6,,,,,,,2,,,0,Mn,,,,ON,,Off,,3,,,,,,,,,,,,OFF EFFORT SIGHTING
SB,CalCOFI0504NH,4/23/2005,5:46,4/23/2005 5:46,8:00:00,4/23/2005 13:46,,,33.37100,-121.20100,DLC,SMC,,,,,,,,,,,,41,SMC,,237,268,1.6,,,,,,,9,8,10,ND,Pd,,,,On,,On,,2,,,,,,,,,,,,Rooster tailing
SB,CalCOFI0504NH,4/23/2005,6:05,4/23/2005 6:05,8:00:00,4/23/2005 14:05,,,33.34733,-121.25317,DLC,SMC,,,,,,,,,,,,42,SMC,,237,240,,15,,,,,,5,,,0,Pd,,,,On,,On,,2,5,,,,,,,,,,,Rooster tailing
SB,CalCOFI0504NH,4/23/2005,6:34,4/23/2005 6:34,8:00:00,4/23/2005 14:34,,,33.30617,-121.32933,DLC,SMC,,,,,,,,,,,,43,SMC,,235,333,,20,,,,,,6,,,0,Pd,,,,On,,On,,5,,,,,,,,,,,,Rooster tailing
SB,CalCOFI0504NH,4/23/2005,6:54,4/23/2005 6:54,8:00:00,4/23/2005 14:54,,,33.27833,-121.37550,DLC,SMC,,,,,,,,,,,,44,SMC,,235,250,2,,,,,,,2,2,3,0,Pd,,,,On,,On,,2,,,,,,,,,,,,Rooster tailing
SB,CalCOFI0504NH,4/25/2005,11:14,4/25/2005 11:14,8:00:00,4/25/2005 19:14,,,32.46617,-121.39983,DLC,SMC,,,,,,,,,,,,46,SMC,,57,145,4.4,,,,,,,12,10,15,0,Pd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/26/2005,6:25,4/26/2005 6:25,8:00:00,4/26/2005 14:25,,,33.35600,-119.65400,DLC,SMC,,,,,,,,,,,,47,SMC,,11,148,6.8,,,,,,,4,,,0,Lb,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/26/2005,6:34,4/26/2005 6:34,8:00:00,4/26/2005 14:34,,,33.38783,-119.64500,DLC,SMC,,,,,,,,,,,,48,SMC,,11,128,3,,,,,,,6,,,0,Lb,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/26/2005,6:40,4/26/2005 6:40,8:00:00,4/26/2005 14:40,,,33.40100,-119.64117,DLC,SMC,,,,,,,,,,,,50,SMC,,11,114,0.8,,,,,,,1,,,0,Unid_Cetac,,,,On,,On,,0,,,,,,,,,,,,unid whale
SB,CalCOFI0504NH,4/26/2005,7:02,4/26/2005 7:02,8:00:00,4/26/2005 15:02,,,33.46367,-119.62350,DLC,SMC,,,,,,,,,,,,51,SMC,,11,356,2.8,,,,,,,5,,,0,Pd,,,,On,,On,,2,,,,,,,,,,,,
SP,CalCOFI0504NH,4/26/2005,7:04,4/26/2005 7:04,8:00:00,4/26/2005 15:04,,,33.46667,-119.62283,DLC,SMC,,,,,,,,,,,,51,SMC,,11,146,4,,,,,,,5,,,0,Pd,,,,On,,On,,2,,,,,,,,,,,,sighting up date.
SB,CalCOFI0504NH,4/26/2005,8:01,4/26/2005 8:01,8:00:00,4/26/2005 16:01,,,33.63650,-119.58850,DLC,SMC,,,,,,,,,,,,52,SMC,,11,128,0.8,,,,,,,6,,,0,Lb,,,,ON,,Off,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/26/2005,8:59,4/26/2005 8:59,8:00:00,4/26/2005 16:59,,,33.80650,-119.54283,DLC,SMC,,,,,,,,,,,,53,SMC,,15,344,3,,,,,,,8,6,10,0,Gg,,,,ON,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0504NH,4/26/2005,10:20,4/26/2005 10:20,8:00:00,4/26/2005 18:20,,,34.05183,-119.48900,DLC,SMC,,,,,,,,,,,,54,SMC,,351,336,9,,,,,,,5,,,0,Dsp,,,,ON,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0504NH,4/26/2005,11:18,4/26/2005 11:18,8:00:00,4/26/2005 19:18,,,34.17933,-119.50800,DLC,SMC,,,,,,,,,,,,55.2,SMC,,,270,,1750,,,,,,175,100,250,ND,UD,,,,Off,,Off,,0,,,,,,,,,,,,"On station sighting, ship is stationary, unid dolphin
SB,CalCOFI0504NH,4/26/2005,14:56,4/26/2005 14:56,8:00:00,4/26/2005 22:56,,,34.22517,-119.40767,DLC,SMC,,,,,,,,,,,,56.5,SMC,,,265,,200,,,,,,500,400,600,10,Dc,,,,Off,,On,,1,5,,,,,,,,,,,"stationary, off effort obs."
SB,CalCOFI0504NH,4/26/2005,17:54,4/26/2005 17:54,8:00:00,4/27/2005 1:54,,,34.29367,-119.46717,DLC,SMC,,,,,,,,,,,,55,SMC,,291,302,10.2,,,,,,,1,,,0,Unid_Cetac,,,,On,,On,,0,,,,,,,,,,,,"small blow, unid sm whale"
SB,CalCOFI0504NH,4/26/2005,18:18,4/26/2005 18:18,8:00:00,4/27/2005 2:18,,,34.34633,-119.63550,DLC,SMC,,,,,,,,,,,,56,SMC,,292,288,,200,,,,,,400,,,10,Dc,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0504NH,4/26/2005,18:32,4/26/2005 18:32,8:00:00,4/27/2005 2:32,,,34.36867,-119.69950,DLC,SMC,,,,,,,,,,,,57,SMC,,292,317,1.6,,,,,,,350,,,6,Dc,,,,On,,Off,,4,,,,,,,,,,,,"Many birds feeding on water, fishing boat also present"
SB,CalCOFI0504NH,4/27/2005,5:25,4/27/2005 5:25,8:00:00,4/27/2005 13:25,,,34.33467,-120.75533,DLC,SMC,G,10,OV,90,,,,,,1,1,58,SMC,,245,273,,150,,,,,,96,,,ND,Lo,Lb,17,83,On,,On,,2,,,,,,,,,,,,"Travelling with Lag's, original school size for LO=16, LB=80--combined 2005NOV22-ABD "
SB,CalCOFI0504NH,4/27/2005,9:29,4/27/2005 9:29,8:00:00,4/27/2005 17:29,,,34.22883,-121.01550,DLC,SMC,,,,,,,,,,,,59,SMC,,232,299,2,,,,,,,4,,,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0504NH,4/27/2005,9:38,4/27/2005 9:38,8:00:00,4/27/2005 17:38,,,34.21700,-121.03417,DLC,SMC,,,,,,,,,,,,60,SMC,,232,312,2.2,,,,,,,1,,,0,Unid_Cetac,,,,On,,On,,1,,,,,,,,,,,,unid whale
SB,CalCOFI0504NH,4/27/2005,13:31,4/27/2005 13:31,8:00:00,4/27/2005 21:31,,,34.09367,-121.24900,DLC,SMC,,,,,,,,,,,,61,SMC,,242,320,1.6,,,,,,,1,,,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0504NH,4/27/2005,13:42,4/27/2005 13:42,8:00:00,4/27/2005 21:42,,,34.08167,-121.27683,DLC,SMC,,,,,,,,,,,,62,SMC,,240,235,1,,,,,,,3,,,1,Mn,,,,On,,On,,9,,,,,,,,,,,,
SP,CalCOFI0504NH,4/27/2005,13:48,4/27/2005 13:48,8:00:00,4/27/2005 21:48,,,34.07550,-121.29300,DLC,SMC,,,,,,,,,,,,62,SMC,,240,360,3,,,,,,,3,,,1,Mn,,,,On,,On,,9,,,,,,,,,,,,possibly feeding
SB,CalCOFI0504NH,4/27/2005,15:21,4/27/2005 15:21,8:00:00,4/27/2005 23:21,,,33.94783,-121.56017,DLC,SMC,,,,,,,,,,,,63,SMC,,238,168,,50,,,,,,10,,,0,Pd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/27/2005,15:22,4/27/2005 15:22,8:00:00,4/27/2005 23:22,,,33.94783,-121.56017,DLC,SMC,,,,,,,,,,,,63.5,SMC,,238,323,6.6,,,,,,,2,,,0,Pd,,,,On,,On,,2,5,,,,,,,,,,,
SB,CalCOFI0504NH,4/27/2005,16:11,4/27/2005 16:11,8:00:00,4/28/2005 0:11,,,33.86583,-121.71183,DLC,SMC,,,,,,,,,,,,64,SMC,,238,195,,100,,,,,,25,,,0,Lo,Lb,88,12,On,,On,,1,5,,,,,,,,,,,"travelling with Lag's, abundance estimate for LB (3-4), abundance estimate for LO (20-24), sighting merged--ABD (2005Nov22)"
SB,CalCOFI0504NH,4/29/2005,10:27,4/29/2005 10:27,8:00:00,4/29/2005 18:27,,,34.07917,-122.91450,DLC,SMC,,,,,,,,,,,,65,SMC,,60,37,1.6,,,,,,,4,3,5,0,Pd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/29/2005,13:06,4/29/2005 13:06,8:00:00,4/29/2005 21:06,,,34.30867,-122.40850,DLC,SMC,,,,,,,,,,,,66,SMC,,57,328,2.4,,,,,,,3,,,0,Pd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/29/2005,13:26,4/29/2005 13:26,8:00:00,4/29/2005 21:26,,,34.34167,-122.34533,DLC,SMC,,,,,,,,,,,,67,SMC,,58,120,4.4,,,,,,,8,6,8,0,Lo,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0504NH,4/29/2005,13:34,4/29/2005 13:34,8:00:00,4/29/2005 21:34,,,34.35150,-122.32683,DLC,SMC,,,,,,,,,,,,68,SMC,,60,83,5,,,,,,,30,,,0,Lo,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/29/2005,13:38,4/29/2005 13:38,8:00:00,4/29/2005 21:38,,,34.35817,-122.31467,DLC,SMC,,,,,,,,,,,,69,SMC,,56,290,1.6,,,,,,,8,,,0,Lo,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0504NH,4/29/2005,16:56,4/29/2005 16:56,8:00:00,4/30/2005 0:56,,,34.46567,-122.13433,DLC,SMC,,,,,,,,,,,,70,SMC,,57,2,1,,,,,,,20,,,0,Lo,,,,On,,On,,2,,,,,,,,,,,,
SP,CalCOFI0504NH,4/29/2005,17:03,4/29/2005 17:03,8:00:00,4/30/2005 1:03,,,34.47583,-122.11500,DLC,SMC,,,,,,,,,,,,70,SMC,,57,147,2.4,,,,,,,20,,,0,Lo,,,,On,,On,,2,,,,,,,,,,,,
