SB,CalCOFI0610RR,10/26/2006,13:51,10/26/2006 13:51,8:00:00,10/26/2006 21:51,,,32.81850,-119.13950,ABD,AMH,,,,,,,,,,,,10,AMH,,60,75,1,1929,,,,,,55,50,65,0,DD,,,,ON,,ON,,2,,,,,,,,,,,,DOLPHINS CROSSED BOW AT HIGH SPEED
SP,CalCOFI0610RR,10/26/2006,13:56,10/26/2006 13:56,8:00:00,10/26/2006 21:56,,,32.82641,-119.12377,ABD,AMH,,,,,,,,,,,,10,ABD,,60,310,2,1112,,,,,,55,,,,DD,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0610RR,10/26/2006,15:01,10/26/2006 15:01,8:00:00,10/26/2006 23:01,,,32.91667,-118.93433,,,,,,,,,,,,,,11,ABD,,340,225,,400,,,,,,45,40,50,ND,UD,,,,OFF,,OFF,,2,,,,,,,,,,,,"POSSIBLE FEEDING, FISH SEEN LEAPING"
SB,CalCOFI0610RR,10/27/2006,6:36,10/27/2006 6:36,8:00:00,10/27/2006 14:36,,,33.42967,-117.87350,AMH,ABD,F,5,HZ,15,,,,,,1,1,12,ABD,,60,95,1,1929,,,,,,380,300,450,1,DD,,,,ON,,ON,,9,,,,,,,,,,,,"VERY SPREAD OUT, PROBABLY FEEING, BIRDS AND SEA LIONS IN IMMEDIATE AREA"
SB,CalCOFI0610RR,10/27/2006,6:56,10/27/2006 6:56,8:00:00,10/27/2006 14:56,,,33.46500,-117.80867,AMH,ABD,,,,,,,,,,,,13,ABD,,60,75,1.8,1215,,,,,,2,,,0,TT,,,,ON,,ON,,1,,,,,,,,,,,,"SHARK NEAR DOLPHINS, TT APPROACHED BOW DID NOT RIDE"
SB,CalCOFI0610RR,10/27/2006,7:01,10/27/2006 7:01,8:00:00,10/27/2006 15:01,,,33.47383,-117.79050,AMH,ABD,,,,,,,,,,,,14,ABD,,60,110,,250,,,,,,5,,,0,TT,,,,ON,,ON,,1,,,,,,,,,,,,APP BOW NO RIDE
SB,CalCOFI0610RR,10/27/2006,8:10,10/27/2006 8:10,8:00:00,10/27/2006 16:10,,,33.48867,-117.76117,,,,,,,,,,,,,,15,ABD,,240,245,9,283,,,,,,4,,,0,TT,,,,OFF,,OFF,,1,9,,,,,,,,,,,
SB,CalCOFI0610RR,10/27/2006,8:20,10/27/2006 8:20,8:00:00,10/27/2006 16:20,,,33.48750,-117.76300,,,,,,,,,,,,,,16,ABD,,235,255,2,1112,,,,,,23,20,30,2,TT,,,,OFF,,OFF,,1,,,,AMH,A,326,329,ABD,D-70,58,66,
SB,CalCOFI0610RR,10/27/2006,14:09,10/27/2006 14:09,8:00:00,10/27/2006 22:09,,,33.67683,-118.35867,AMH,ABD,,,,,,,,,,,,17,UNK,,315,315,,100,,,,,,6,6,8,0,TT,,,,ON,,OFF,,1,,,,,,,,,,,,BIRDS IN AREA
SB,CalCOFI0610RR,10/27/2006,14:18,10/27/2006 14:18,8:00:00,10/27/2006 22:18,,,33.69667,-118.38367,AMH,ABD,,,,,,,,,,,,18,ABD,,310,25,,800,,,,,,5,,,0,TT,,,,ON,,OFF,,2,,,,,,,,,,,,
SB,CalCOFI0610RR,10/27/2006,14:30,10/27/2006 14:30,8:00:00,10/27/2006 22:30,,,33.72483,-118.41867,AMH,ABD,G,7,HZ,10,,,,,,2,1,19,AMH,,315,290,0.5,3090,,,,,,300,200,400,ND,Dsp,,,,ON,,OFF,,9,,,,,,,,,,,,MILLING AROUND FISHING BOAT BIRDS ASSOCIATED
SB,CalCOFI0610RR,10/27/2006,14:50,10/27/2006 14:50,8:00:00,10/27/2006 22:50,,,33.77867,-118.45650,AMH,ABD,,,,,,,,,,,,20,UNK,,0,0,1,1929,,,,,,18,12,25,0,DD,,,,ON,,OFF,,1,,,,,,,,,,,,APP BOW NO RIDE
SB,CalCOFI0610RR,10/27/2006,15:15,10/27/2006 15:15,8:00:00,10/27/2006 23:15,,,33.86317,-118.44983,AMH,ABD,G,7,HZ,10,,,,,,1,1,21,UNK,,10,10,,300,,,,,,38,33,45,0,LO,,,,ON,,OFF,,1,,,,AMH,A,336,344,,,,,WIDELY DISTRIBUTED
SB,CalCOFI0610RR,10/28/2006,6:28,10/28/2006 6:28,8:00:00,10/28/2006 14:28,,,33.40400,-119.49633,ABD,AMH,,,,,,,,,,,,22,ABD,,240,215,1,1929,,,,,,80,65,100,ND,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,VERY TIGHT GROUP LEAPING CLEAR OF WATER
SP,CalCOFI0610RR,10/28/2006,6:35,10/28/2006 6:35,8:00:00,10/28/2006 14:35,,,33.39467,-119.51567,ABD,AMH,G,8,CL,25,,,,,,3,3,22,ABD,,240,158,0.5,3090,,,,,,80,,,ND,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,STILL FAST TRAVEL PARALLEL SHIP AND AWAY
SB,CalCOFI0610RR,10/28/2006,6:43,10/28/2006 6:43,8:00:00,10/28/2006 14:43,,,33.38183,-119.54183,ABD,AMH,,,,,,,,,,,,23,AMH,,240,320,0.3,4127,,,,,,15,5,30,ND,UD,,,,ON,,ON,,0,,,,,,,,,,,,SAW ONE ANIMAL LEAPING
SB,CalCOFI0610RR,10/28/2006,9:27,10/28/2006 9:27,8:00:00,10/28/2006 17:27,,,33.31017,-119.69683,AMH,ABD,F,9,CL,10,,,,,,4,3,24,AMH,,240,225,1.5,1410,,,,,,1,,,0,MN,,,,ON,,ON,,1,,,,,,,,,,,,
SP,CalCOFI0610RR,10/28/2006,9:37,10/28/2006 9:37,8:00:00,10/28/2006 17:37,,,33.29333,-119.72850,AMH,ABD,,,,,,,,,,,,24,AMH,,240,110,1,1929,,,,,,1,,,0,MN,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0610RR,10/28/2006,9:48,10/28/2006 9:48,8:00:00,10/28/2006 17:48,,,33.27517,-119.76333,AMH,ABD,,,,,,,,,,,,25,AMH,,240,200,1,1929,,,,,,2,,,0,BM,,,,ON,,ON,,1,,,,,,,,,,,,SURFACE ACTIVE POSSIBLY FEEDING
SP,CalCOFI0610RR,10/28/2006,9:55,10/28/2006 9:55,8:00:00,10/28/2006 17:55,,,33.26217,-119.78600,AMH,ABD,,,,,,,,,,,,25,AMH,,240,130,1.3,1579,,,,,,2,,,0,BM,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0610RR,10/28/2006,10:08,10/28/2006 10:08,8:00:00,10/28/2006 18:08,,,33.24383,-119.82583,AMH,ABD,,,,,,,,,,,,26,AMH,,240,185,0.3,4127,,,,,,1,,,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/28/2006,11:18,10/28/2006 11:18,8:00:00,10/28/2006 19:18,,,33.15767,-120.00550,,,,,,,,,,,,,,27,ABD,,270,282,1.9,1161,,,,,,1,,,ND,UNID_CETAC,,,,OFF,,OFF,,0,,,,,,,,,,,,"DISTANT BLOWS, unid large whales"
SB,CalCOFI0610RR,10/28/2006,11:25,10/28/2006 11:25,8:00:00,10/28/2006 19:25,,,33.15767,-120.00550,,,,,,,,,,,,,,28,ABD,,270,226,0.4,3528,,,,,,1,,,ND,UNID_CETAC,,,,OFF,,OFF,,0,,,,,,,,,,,,"DISTANT BLOWS, unid large whales"
SB,CalCOFI0610RR,10/28/2006,12:26,10/28/2006 12:26,8:00:00,10/28/2006 20:26,,,33.15767,-120.00550,,,,,,,,,,,,,,29,ABD,,330,90,,200,,,,,,1,,,0,BP,,,,OFF,,OFF,,1,9,,,ABD,D70,55,64,,,,,CIRCLE BOAT
SB,CalCOFI0610RR,10/28/2006,12:51,10/28/2006 12:51,8:00:00,10/28/2006 20:51,,,33.16050,-120.01217,,,,,,,,,,,,,,30,ABD,,290,270,2.1,1068,,,,,,1,,,0,BP,,,,OFF,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0610RR,10/28/2006,12:56,10/28/2006 12:56,8:00:00,10/28/2006 20:56,,,33.16133,-120.01467,,,,,,,,,,,,,,31,ABD,,280,250,0.2,5013,,,,,,1,,,0,UNID_CETAC,,,,OFF,,OFF,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/28/2006,13:26,10/28/2006 13:26,8:00:00,10/28/2006 21:26,,,33.16017,-120.03150,AMH,AMH,,,,,,,,,,,,32,AMH,,240,155,1,1929,,,,,,1,,,0,BP,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY SAME WHALE AS SIGHTING NUMBER 30
SB,CalCOFI0610RR,10/28/2006,13:37,10/28/2006 13:37,8:00:00,10/28/2006 21:37,,,33.14150,-120.07033,AMH,AMH,,,,,,,,,,,,33,AMH,,240,164,1.8,1215,,,,,,1,,,0,BP,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY SAME WHALES AS SIT # 31
SB,CalCOFI0610RR,10/28/2006,13:38,10/28/2006 13:38,8:00:00,10/28/2006 21:38,,,33.13933,-120.07450,AMH,AMH,F,8,CL,20,,,,,,4,4,34,AMH,,240,160,0.2,5013,,,,,,1,,,0,UNID_CETAC,,,,OFF,,ON,,0,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/28/2006,13:51,10/28/2006 13:51,8:00:00,10/28/2006 21:51,,,33.11850,-120.11783,AMH,AMH,,,,,,,,,,,,35,AMH,,240,318,2,1112,,,,,,1,,,0,UNID_CETAC,,,,OFF,,ON,,0,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/28/2006,13:57,10/28/2006 13:57,8:00:00,10/28/2006 21:57,,,33.10850,-120.13783,AMH,AMH,,,,,,,,,,,,36,AMH,,240,272,0.8,2266,,,,,,4,,,1?,PM,,,,OFF,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0610RR,10/28/2006,14:03,10/28/2006 14:03,8:00:00,10/28/2006 22:03,,,33.09750,-120.15883,AMH,AMH,,,,,,,,,,,,37,AMH,,240,298,2.4,952,,,,,,1,,,0,BP,,,,OFF,,ON,,,,,,,,,,,,,,
SP,CalCOFI0610RR,10/28/2006,14:03,10/28/2006 14:03,8:00:00,10/28/2006 22:03,,,33.09750,-120.15883,AMH,AMH,,,,,,,,,,,,36,AMH,,240,310,0.3,4127,,,,,,4,2,6,,PM,,,,OFF,,ON,,,,,,,,,,,,,,"SIGHTING OF FIN WHALES FOLLOWED THIS ONE, NO BODIES EVER SEEN, BUT BLOWS WERE CONTINIUOUS ON SURFACE FOR A FEW MINUTES"
SB,CalCOFI0610RR,10/28/2006,14:16,10/28/2006 14:16,8:00:00,10/28/2006 22:16,,,33.07250,-120.20150,AMH,AMH,,,,,,,,,,,,38,AMH,,240,206,,300,,,,,,1,,,0,UNID_CETAC,,,,OFF,,ON,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/28/2006,14:22,10/28/2006 14:22,8:00:00,10/28/2006 22:22,,,33.06183,-120.21983,AMH,AMH,,,,,,,,,,,,39,AMH,,240,276,0.3,4127,,,,,,2,,,ND,BP,,,,OFF,,ON,,1,,,,ABD,D70,65,67,,,,,ORIGINALLY THOUGTH THERE WAS A SECOND GROUP OF SPERM WHALE
SB,CalCOFI0610RR,10/28/2006,14:27,10/28/2006 14:27,8:00:00,10/28/2006 22:27,,,33.05067,-120.23817,AMH,AMH,,,,,,,,,,,,40,AMH,,240,227,0.1,6543,,,,,,1,,,0,UNID_CETAC,,,,OFF,,ON,,0,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/28/2006,14:33,10/28/2006 14:33,8:00:00,10/28/2006 22:33,,,33.03983,-120.25650,AMH,AMH,,,,,,,,,,,,41,AMH,,240,278,0.6,2753,,,,,,3,,,ND,BP,,,,OFF,,ON,,,,,,,,,,,,,,
SB,CalCOFI0610RR,10/28/2006,14:39,10/28/2006 14:39,8:00:00,10/28/2006 22:39,,,33.02850,-120.27817,AMH,AMH,,,,,,,,,,,,42,AMH,,240,290,0.3,4127,,,,,,2,,,ND,UNID_CETAC,,,,OFF,,ON,,0,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/28/2006,14:41,10/28/2006 14:41,8:00:00,10/28/2006 22:41,,,33.02517,-120.28350,AMH,AMH,,,,,,,,,,,,43,AMH,,240,302,8,317,,,,,,1,,,ND,UNID_CETAC,,,,OFF,,ON,,,,,,,,,,,,,,"LOW SURFACINGS, unid large whale"
SB,CalCOFI0610RR,10/28/2006,14:48,10/28/2006 14:48,8:00:00,10/28/2006 22:48,,,33.01267,-120.30683,AMH,AMH,,,,,,,,,,,,44,AMH,,240,320,0.2,5013,,,,,,4,,,ND,UNID_CETAC,,,,OFF,,ON,,,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/28/2006,14:52,10/28/2006 14:52,8:00:00,10/28/2006 22:52,,,33.00600,-120.31933,AMH,AMH,,,,,,,,,,,,45,AMH,,240,263,0.6,2753,,,,,,1,,,ND,UNID_CETAC,,,,OFF,,ON,,,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/28/2006,14:52,10/28/2006 14:52,8:00:00,10/28/2006 22:52,,,33.00600,-120.31933,AMH,AMH,,,,,,,,,,,,46,AMH,,240,295,0.1,6543,,,,,,1,,,ND,UNID_CETAC,,,,OFF,,ON,,,,,,,,,,,,,,LARGE WIDELY DISPERSED GROUP OF ULW'S POSSIBLY BP? LOW SURFACINGS NOT COMING TO SURFACE OFTEN
SB,CalCOFI0610RR,10/31/2006,7:58,10/31/2006 7:58,8:00:00,10/31/2006 15:58,,,33.42017,-121.08167,AMH,ABD,,,,,,,,,,,,47,ABD,,61,89,1.5,1410,,,,,,1,,,ND,UNID_CETAC,,,,ON,,ON,,0,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/31/2006,8:47,10/31/2006 8:47,8:00:00,10/31/2006 16:47,,,33.49667,-120.92350,AMH,ABD,,,,,,,,,,,,48,AMH,,61,357,,300,,,,,,1,,,0,BM,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0610RR,10/31/2006,16:56,10/31/2006 16:56,8:00:00,11/1/2006 0:56,,,33.76733,-120.37200,AMH,ABD,,,,,,,,,,,,49,AMH,,70,0,1.6,1338,,,,,,2,,,ND,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0610RR,10/31/2006,17:15,10/31/2006 17:15,8:00:00,11/1/2006 1:15,,,33.79583,-120.30433,AMH,ABD,,,,,,,,,,,,50,ABD,,70,115,,250,,,,,,50,40,60,ND,DD,,,,ON,,OFF,,1,5,,,,,,,,,,,
SB,CalCOFI0610RR,11/1/2006,8:00,11/1/2006 8:00,8:00:00,11/1/2006 16:00,,,34.19350,-119.49500,ABD,AMH,,,,,,,,,,,,51,AMH,,59,84,2.1,1068,,,,,,30,25,35,1,DD,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0610RR,11/1/2006,8:03,11/1/2006 8:03,8:00:00,11/1/2006 16:03,,,34.19733,-119.48867,ABD,AMH,,,,,,,,,,,,52,ABD,,55,355,,150,,,,,,15,10,20,1,DC,,,,ON,,ON,,1,5,,,,,,,,,,,
SB,CalCOFI0610RR,11/1/2006,8:19,11/1/2006 8:19,8:00:00,11/1/2006 16:19,,,34.22583,-119.44267,ABD,AMH,E,5,OV,80,,,,,,1,1,53,ABD,,62,347,2.5,919,,,,,,2,,,0,LO,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0610RR,11/1/2006,12:18,11/1/2006 12:18,8:00:00,11/1/2006 20:18,,,34.29317,-119.51600,ABD,AMH,,,,,,,,,,,,54,AMH,,280,283,2.9,807,,,,,,53,48,70,1,DC,,,,ON,,OFF,,9,4,,,,,,,,,,,APP BOW NO RIDE
SB,CalCOFI0610RR,11/1/2006,14:25,11/1/2006 14:25,8:00:00,11/1/2006 22:25,,,34.38350,-119.83233,AMH,ABD,,,,,,,,,,,,55,ABD,,240,267,3,783,,,,,,20,18,25,ND,LO,,,,ON,,ON,,9,,,,,,,,,,,,AT LEAST 5 ZCs IN ASSOCIATED
SB,CalCOFI0610RR,11/2/2006,6:40,11/2/2006 6:40,8:00:00,11/2/2006 14:40,,,34.15117,-121.14717,,,,,,,,,,,,,,56,ABD,,237,273,0.8,2266,,,,,,15,10,20,ND,Dsp,,,,OFF,,OFF,,9,,,,,,,,,,,,"WHITE IN DORSAL FIN, HEAD SLAPS"
SB,CalCOFI0610RR,11/2/2006,7:54,11/2/2006 7:54,8:00:00,11/2/2006 15:54,,,34.10500,-121.24383,ABD,AMH,,,,,,,,,,,,57,ABD,,240,199,1.8,1215,,,,,,12,8,18,0,DD,,,,ON,,ON,,1,,,,ABD,D70,81,83,,,,,APP BOW NO RIDE
SB,CalCOFI0610RR,11/2/2006,8:16,11/2/2006 8:16,8:00:00,11/2/2006 16:16,,,34.07083,-121.31517,ABD,AMH,E,5,OV,98,,,,,,2,3,58,UNK,,240,240,1.5,1410,,,,,,45,40,55,0,Lb,,,,ON,,ON,,1,,,,,,,,,,,,"LONG LINE OF ANIMALS HEADING 110 DEGREES, SINGLE ANIMALS APPROACHED BOAT"
SB,CalCOFI0610RR,11/2/2006,8:49,11/2/2006 8:49,8:00:00,11/2/2006 16:49,,,34.02117,-121.41833,ABD,AMH,,,,,,,,,,,,59,AMH,,240,250,1.3,1579,,,,,,2,1,2,ND,UD,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI0610RR,11/3/2006,12:00,11/3/2006 12:00,8:00:00,11/3/2006 20:00,,,33.02567,-124.05917,ABD,AMH,,,,,,,,,,,,60,ABD,,330,298,2.1,1068,,,,,,7,6,10,0,SC,,,,ON,,OFF,,2,,,,ABD,D70,97,127,,,,,"SMALL TIGHT GROUP HEADED AWAY FROM SHIP, PAST DOWN PORT SIDE "
SB,CalCOFI0610RR,11/3/2006,17:13,11/3/2006 17:13,8:00:00,11/4/2006 1:13,,,33.47300,-124.14833,AMH,ABD,,,,,,,,,,,,61,AMH,,61,16,0.1,6543,,,,,,1,,,ND,UNID_CETAC,,,,ON,,ON,,,,,,,,,,,,,,"LARGE SPLASH ON THE HORIZON, NO ANIMAL SIGHTED"
SB,CalCOFI0610RR,11/4/2006,12:06,11/4/2006 12:06,8:00:00,11/4/2006 20:06,,,34.49317,-122.02700,,,,,,,,,,,,,,62,AMH,,62,152,,200,,,,,,6,5,12,ND,DD,,,,OFF,,OFF,,,5,,,,,,,,,,,"ANIMALS APP BOW, WE ARE OFF EFFORT FOR BEAUFORT 6"
SB,CalCOFI0610RR,11/5/2006,7:03,11/5/2006 7:03,8:00:00,11/5/2006 15:03,,,34.46064,-120.75344,ABD,AMH,P,6,CL,5,,,,,,5,6,63,ABD,,150,140,,50,,,,,,7,5,10,ND,DD,,,,ON,,OFF,,5,,,,,,,,,,,,SIGHTED AND HEARD ABOUT 10 MINUTES EARLIER
SB,CalCOFI0610RR,11/5/2006,7:03,11/5/2006 7:03,8:00:00,11/5/2006 15:03,,,34.46064,-120.75344,ABD,AMH,P,6,CL,5,,,,,,5,6,64,AMH,,150,270,,175,,,,,,5,5,7,ND,Gg,,,,ON,,OFF,,,,,,AMH,D70,40,41,,,,,WAKE RIDING
SB,CalCOFI0610RR,11/5/2006,7:45,11/5/2006 7:45,8:00:00,11/5/2006 15:45,,,34.32678,-120.69124,ABD,AMH,,,,,,,,,,,,65,AMH,,150,165,1,1929,,,,,,1,,,0,MN,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0610RR,11/5/2006,8:55,11/5/2006 8:55,8:00:00,11/5/2006 16:55,,,34.09879,-120.58836,ABD,AMH,,,,,,,,,,,,66,ABD,,160,154,0.5,3090,,,,,,2,,,0,MN,,,,ON,,OFF,,1,,,,ABD,D70,42,43,,,,,NO ID
SB,CalCOFI0610RR,11/5/2006,9:41,11/5/2006 9:41,8:00:00,11/5/2006 17:41,,,33.96708,-120.49321,ABD,AMH,,,,,,,,,,,,67,ABD,,145,110,,175,,,,,,3,,,0,Gg,,,,ON,,OFF,,1,,,,ABD,D70,44,51,,,,,BRINGING HEADS UP OUT OF WATER
SB,CalCOFI0610RR,11/5/2006,9:54,11/5/2006 9:54,8:00:00,11/5/2006 17:54,,,33.93128,-120.46542,ABD,AMH,,,,,,,,,,,,68,ABD,,150,40,1.3,1579,,,,,,1,,,0,UNID_CETAC,,,,ON,,OFF,,1,,,,,,,,,,,,LOW BUSHY BLOW POSSIBLE MN
SB,CalCOFI0610RR,11/5/2006,9:58,11/5/2006 9:58,8:00:00,11/5/2006 17:58,,,33.92000,-120.45701,ABD,AMH,,,,,,,,,,,,69,ABD,,145,117,3,783,,,,,,1,,,0,UNID_CETAC,,,,ON,,OFF,,1,,,,,,,,,,,,"BODY APPEARED LIGHT IN COLORATION, unid large whale"
SB,CalCOFI0610RR,11/5/2006,10:42,11/5/2006 10:42,8:00:00,11/5/2006 18:42,,,33.79508,-120.36019,ABD,AMH,,,,,,,,,,,,70,AMH,,149,189,0.1,6543,,,,,,1,,,ND,UNID_CETAC,,,,ON,,OFF,,0,,,,,,,,,,,,"KEL SAW A BIG BLOW ON HORIZON, unid large whale **Change May 2 2008, ""to on effort""--ABD**"
SB,CalCOFI0610RR,11/5/2006,11:19,11/5/2006 11:19,8:00:00,11/5/2006 19:19,,,33.69095,-120.27971,ABD,AMH,,,,,,,,,,,,71,AMH,,148,200,1.5,1410,,,,,,1,,,0,MN,,,,ON,,OFF,,0,,,,,,,,,,,,"BLOW AND BACK SEEN *Change May 2 2008, ""to on effort""--ABD**"
SB,CalCOFI0610RR,11/5/2006,11:20,11/5/2006 11:20,8:00:00,11/5/2006 19:20,,,33.68813,-120.27750,ABD,AMH,,,,,,,,,,,,72,ABD,,148,18,,80,,,,,,10,7,12,ND,DD,,,,ON,,OFF,,5,,,,AMH,D70,52,52,,,,,"APP TO RIDE WAKE BRIEFLY *Change May 2 2008, ""to on effort""--ABD**"
SB,CalCOFI0610RR,11/5/2006,11:26,11/5/2006 11:26,8:00:00,11/5/2006 19:26,,,33.67103,-120.26438,ABD,AMH,,,,,,,,,,,,73,AMH,,149,208,1.5,1410,,,,,,1,,,0,MN,,,,ON,,OFF,,1,,,,,,,,,,,,"BLOW SEEN *Change May 2 2008, ""to on effort""--ABD**"
SB,CalCOFI0610RR,11/5/2006,12:30,11/5/2006 12:30,8:00:00,11/5/2006 20:30,,,33.48283,-120.11867,AMH,ABD,,,,,,,,,,,,74,ABD,,150,160,0.5,3090,,,,,,1,,,ND,UNID_CETAC,,,,ON,,OFF,,,,,,,,,,,,,,"BLOW SEEN, Unid large whale *Change May 2 2008, ""to on effort""--ABD**"
SB,CalCOFI0610RR,11/5/2006,12:52,11/5/2006 12:52,8:00:00,11/5/2006 20:52,,,33.42117,-120.07133,AMH,ABD,,,,,,,,,,,,75,ABD,,150,155,0.8,2266,,,,,,1,,,ND,UNID_CETAC,,,,ON,,OFF,,,,,,,,,,,,,,"BLOW SEEN, LIKELY MN *Change May 2 2008, ""to on effort""--ABD**"
SB,CalCOFI0610RR,11/5/2006,12:56,11/5/2006 12:56,8:00:00,11/5/2006 20:56,,,33.41067,-120.06317,AMH,ABD,,,,,,,,,,,,76,ABD,,150,240,1,1929,,,,,,1,,,ND,UNID_CETAC,,,,ON,,OFF,,,,,,,,,,,,,,"Unid large whale *Change May 2 2008, ""to on effort""--ABD**"
SB,CalCOFI0610RR,11/5/2006,13:16,11/5/2006 13:16,8:00:00,11/5/2006 21:16,,,33.35283,-120.01900,AMH,ABD,,,,,,,,,,,,78,AMH,,145,104,1.8,1215,,,,,,1,,,0,UNID_CETAC,,,,ON,,OFF,,,,,,,,,,,,,,"BLOW SEEN, Unid large whale *Change May 2 2008, ""to on effort""--ABD**"
SB,CalCOFI0610RR,11/5/2006,13:16,11/5/2006 13:16,8:00:00,11/5/2006 21:16,,,33.35533,-120.02083,AMH,ABD,,,,,,,,,,,,77,AMH,,145,115,0.1,6543,,,,,,1,,,ND,UNID_CETAC,,,,ON,,OFF,,,,,,,,,,,,,,"BLOW SEEN LIKELY MN *Change May 2 2008, ""to on effort""--ABD**"
SB,CalCOFI0610RR,11/5/2006,13:32,11/5/2006 13:32,8:00:00,11/5/2006 21:32,,,33.30500,-119.98200,AMH,ABD,,,,,,,,,,,,79,AMH,,150,127,2,1112,,,,,,1,,,0,MN,,,,ON,,OFF,,1,,,,,,,,,,,,"BLOW SEEN AND BODY, NO FLUKE *Change May 2 2008, ""to on effort""--ABD**"
