SP,CalCOFI0604NH,4/2/2006,14:17,4/2/2006 14:17,8:00:00,4/2/2006 22:17,,,32.35300,-118.57033,ABD,DLC,,,,,,,,,,,,9,DLC,,275,35,0.8,,,,,,,3,,,0,Zica,,,,Off,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/2/2006,16:06,4/2/2006 16:06,8:00:00,4/3/2006 0:06,,,32.21967,-118.80617,ABD,DLC,,,,,,,,,,,,10,DLC,,222,298,5,,,,,,,2,,,1,Bp,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/2/2006,16:11,4/2/2006 16:11,8:00:00,4/3/2006 0:11,,,32.21467,-118.81483,ABD,DLC,,,,,,,,,,,,11,ABD,,222,165,4.6,,,,,,,1,,,0,Unid_Cetac,,,,On,,On,,0,,,,,,,,,,,,unid med size whale
SB,CalCOFI0604NH,4/2/2006,16:34,4/2/2006 16:34,8:00:00,4/3/2006 0:34,,,32.18267,-118.87500,ABD,DLC,,,,,,,,,,,,12,DLC,,240,312,4.4,,,,,,,2,,,0,Pd,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/4/2006,13:37,4/4/2006 13:37,8:00:00,4/4/2006 21:37,,,30.12483,-123.03800,ABD,DLC,P,5,OV,100,,,,,,6,8,13,UNK,,240,340,,50,,,,,,340,320,360,ND,Dd,,,,Off,,On,,5,2,,,,,,,,,,,"OFF EFFORT SIGHTING, ANIMALS SIGHTED BY DECK CREW ABOUT 20 APPROACH VESSEL  **changed May  1 2008 to ""off transect"" for database--ABD"
SB,CalCOFI0604NH,4/4/2006,14:47,4/4/2006 14:47,8:00:00,4/4/2006 22:47,,,30.03550,-123.20217,ABD,DLC,,,,,,,,,,,,14,ABD,,220,95,,100,,,,,,10,5,20,ND,UD,,,,Off,,On,,0,,,,,,,,,,,,"SEEN IN WAVE OFF EFFORT*** was ""on"" transect changed to ""off"" due to weather "
SB,CalCOFI0604NH,4/5/2006,10:41,4/5/2006 10:41,8:00:00,4/5/2006 18:41,,,30.74867,-123.33450,ABD,DLC,,,,,,,,,,,,15,ABD,,52,357,,100,,,,,,15,10,20,1,Dd,,,,Off,,On,,1,5,,,,,,,,,,,ACOUSTICS HEARING THESE ANIMALS--OFF EFFORT DUE TO WEATHER
SB,CalCOFI0604NH,4/5/2006,16:28,4/5/2006 16:28,8:00:00,4/6/2006 0:28,,,30.93667,-122.96650,ABD,DLC,,,,,,,,,,,,16,ABD,,56,352,,60,,,,,,8,,,0,Dd,,,,On,,On,,1,5,,,,,,,,,,,ACOUSTICS HEARS
SB,CalCOFI0604NH,4/6/2006,11:59,4/6/2006 11:59,8:00:00,4/6/2006 19:59,,,31.88167,-121.08967,DLC,ABD,,,,,,,,,,,,17,ABD,,64,78,1.2,,,,,,,7,6,8,0,Lo,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/6/2006,13:07,4/6/2006 13:07,8:00:00,4/6/2006 21:07,,,31.96000,-120.90067,DLC,ABD,,,,,,,,,,,,18,UNK,,64,309,0.8,,,,,,,1,,,0,Pm,,,,On,,On,,,,,,,,,,,,,,"LOGGING AT SURFACE OFF EFFORT CREW SIGHTED **changed May 2008 to ""on Effort"" for database--ABD**"
SB,CalCOFI0604NH,4/6/2006,14:05,4/6/2006 14:05,8:00:00,4/6/2006 22:05,,,32.03867,-120.74967,DLC,ABD,,,,,,,,,,,,19,ABD,,60,72,0.8,,,,,,,1,,,0,Mn,,,,On,,On,,1,,,,,,,,,,,,"SMALLISH ANIMAL, HIGH ARCH, ABOUT 100NM WEST OF SAN CLEMENTE ISLAND"
SP,CalCOFI0604NH,4/6/2006,14:13,4/6/2006 14:13,8:00:00,4/6/2006 22:13,,,32.04383,-120.72167,DLC,ABD,,,,,,,,,,,,19,DLC,,60,340,,200,,,,,,1,,,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/7/2006,6:38,4/7/2006 6:38,8:00:00,4/7/2006 14:38,,,32.74800,-119.28667,DLC,ABD,,,,,,,,,,,,20,ABD,,61,136,10,,,,,,,1,,,0,Ba,,,,On,,On,,1,,,,,,,,,,,,BAIT FISH (SORRIE)
SB,CalCOFI0604NH,4/7/2006,7:34,4/7/2006 7:34,8:00:00,4/7/2006 15:34,,,32.82700,-119.11450,DLC,ABD,,,,,,,,,,,,21,DLC,,59,357,1.8,,,,,,,2,,,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/7/2006,8:00,4/7/2006 8:00,8:00:00,4/7/2006 16:00,,,32.86100,-119.03567,DLC,ABD,,,,,,,,,,,,22,ABD,,60,68,0.4,,,,,,,3,,,ND,Unid_Cetac,,,,On,,On,,,,,,,,,,,,,,"PUFFY LITTLE BLOWS, CLOSE TOGETHER, NO DORSAL FINS OR BODIES SEEN, OO?"
SB,CalCOFI0604NH,4/7/2006,11:40,4/7/2006 11:40,8:00:00,4/7/2006 19:40,,,32.94100,-118.88217,ABD,ABD,,,,,,,,,,,,23,ABD,,57,152,0.4,,,,,,,20,10,30,ND,Dsp,,,,Off,,On,,4,9,,,,,,,,,,,"BIRDS CIRCLING OFF EFFORT, BEHIND BEAM  **changed May  1 2008 to ""on Effort"" for database--ABD"
SB,CalCOFI0604NH,4/7/2006,11:44,4/7/2006 11:44,8:00:00,4/7/2006 19:44,,,32.94667,-118.87217,ABD,ABD,,,,,,,,,,,,24,ABD,,57,91,6,,,,,,,5,4,5,0,Pd,,,,Off,,On,,2,,,,,,,,,,,,
SB,CalCOFI0604NH,4/7/2006,11:50,4/7/2006 11:50,8:00:00,4/7/2006 19:50,,,32.95767,-118.85317,ABD,ABD,,,,,,,,,,,,25,ABD,,57,85,0.2,,,,,,,1,,,ND,Gg,,,,Off,,On,,8,,,,,,,,,,,,"BREACHING, SPECIES CONFIRMED WITH BIG EYES"
SB,CalCOFI0604NH,4/7/2006,11:57,4/7/2006 11:57,8:00:00,4/7/2006 19:57,,,32.96917,-118.84983,ABD,ABD,,,,,,,,,,,,26,ABD,,57,132,3,,,,,,,300,200,350,ND,Lb,Gg,66,34,Off,,On,,4,9,,,,,,,,,,,"1 MN, 100 LB, 200 ZC, 10 GG, FEEDING UNDER GULLS"
SB,CalCOFI0604NH,4/7/2006,11:57,4/7/2006 11:57,8:00:00,4/7/2006 19:57,,,32.96917,-118.84983,ABD,ABD,,,,,,,,,,,,26A,ABD,,57,132,3,,,,,,,1,,,0,Mn,,,,Off,,On,,4,9,,,,,,,,,,,MN WITH GROUP OF DOLPHINS AND BIRDS FROM SIT #26
SB,CalCOFI0604NH,4/7/2006,12:52,4/7/2006 12:52,8:00:00,4/7/2006 20:52,,,33.05850,-118.67600,ABD,ABD,E,10,PC,50,,,,,,2,3,27,ABD,,57,31,0.2,,,,,,,30,20,40,0,Tt,,,,Off,,On,,2,5,,,,,,,,,,,TWO LARGE GROUPS CAME TOGETHER NEAR SHIP
SP,CalCOFI0604NH,4/7/2006,12:57,4/7/2006 12:57,8:00:00,4/7/2006 20:57,,,33.06667,-118.66033,ABD,ABD,,,,,,,,,,,,27,ABD,,57,7,1.6,,,,,,,0,,,,Tt,,,,Off,,On,,,,,,,,,,,,,,
SB,CalCOFI0604NH,4/7/2006,14:09,4/7/2006 14:09,8:00:00,4/7/2006 22:09,,,33.16183,-118.43750,DLC,ABD,,,,,,,,,,,,28,DLC,,57,327,7,,,,,,,1,,,0,Ba,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/7/2006,16:41,4/7/2006 16:41,8:00:00,4/8/2006 0:41,,,33.18433,-118.39083,ABD,ABD,,,,,,,,,,,,29,ABD,,135,59,,4656,,,,,,3,,,1,Er,,,,Off,,On,,1,,,,,,,,,,,,"FLUKE UP, INITIALLY ONLY 2 ANIMALS SIGHTED AND NO CALVES"
SB,CalCOFI0604NH,4/7/2006,17:00,4/7/2006 17:00,8:00:00,4/8/2006 1:00,,,33.19683,-118.36217,ABD,ABD,,,,,,,,,,,,30,ABD,,60,60,3,,,,,,,3,,,1,Er,,,,Off,,On,,1,,,,,,,,,,,,SAME AS SIGHTING #29
SB,CalCOFI0604NH,4/7/2006,17:38,4/7/2006 17:38,8:00:00,4/8/2006 1:38,,,33.25133,-118.24933,ABD,ABD,,,,,,,,,,,,31,ABD,,60,7,0.4,,,,,,,75,50,100,ND,Tt,,,,Off,,On,,9,,,,,,,,,,,,SURFACE ACTIVE
SB,CalCOFI0604NH,4/8/2006,5:41,4/8/2006 5:41,8:00:00,4/8/2006 13:41,,,33.49283,-117.95333,DLC,ABD,,,,,,,,,,,,32,ABD,,313,38,,200,,,,,,1,,,0,Ba,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/8/2006,5:51,4/8/2006 5:51,8:00:00,4/8/2006 13:51,,,33.51600,-117.97100,DLC,ABD,,,,,,,,,,,,33,ABD,,327,12,6,,,,,,,1,,,0,Ba,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/8/2006,17:30,4/8/2006 17:30,8:00:00,4/9/2006 1:30,,,33.77133,-118.70767,DLC,ABD,,,,,,,,,,,,34,ABD,,243,291,2.8,,,,,,,1,,,0,Ba,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/8/2006,17:45,4/8/2006 17:45,8:00:00,4/9/2006 1:45,,,33.75500,-118.74600,DLC,ABD,,,,,,,,,,,,35,DLC,,243,200,0.4,,,,,,,500,450,750,2,Dsp,,,,On,,On,,2,4?,,,,,,,,,,,"SCHOOL SPREADS FROM -43 TO -57, GULLS APPEAR TO BE FEEDING, LANDING IN WATER AND FOLLOWING CLOSE WITH SCHOOL OF DOLPHINS"
SP,CalCOFI0604NH,4/8/2006,17:50,4/8/2006 17:50,8:00:00,4/9/2006 1:50,,,33.74867,-118.75933,DLC,ABD,,,,,,,,,,,,35,DLC,,243,153,0.8,,,,,,,500,,,2,Dsp,,,,On,,On,,,,,,,,,,,,,,
SB,CalCOFI0604NH,4/9/2006,7:48,4/9/2006 7:48,8:00:00,4/9/2006 15:48,,,33.24167,-119.80733,DLC,ABD,,,,,,,,,,,,36,ABD,,242,294,0.6,,,,,,,1,,,0,Unid_Cetac,,,,On,,On,,0,,,,,,,,,,,,LARGE BALEEN WHALE BLOWING
SB,CalCOFI0604NH,4/9/2006,7:50,4/9/2006 7:50,8:00:00,4/9/2006 15:50,,,33.23750,-119.81483,DLC,ABD,,,,,,,,,,,,37,ABD,,242,279,0.4,,,,,,,2,,,0,Unid_Cetac,,,,On,,On,,0,,,,,,,,,,,,2 WHALES BLOWING IN CLOSE PROXIMITY-LARGE BALEEN WHALE
SB,CalCOFI0604NH,4/9/2006,16:34,4/9/2006 16:34,8:00:00,4/10/2006 0:34,,,32.92950,-120.45800,DLC,ABD,,,,,,,,,,,,38,DLC,,240,207,2.8,,,,,,,11,10,15,0,Pd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0604NH,4/9/2006,16:48,4/9/2006 16:48,8:00:00,4/10/2006 0:48,,,32.91200,-120.49050,DLC,ABD,,,,,,,,,,,,39,DLC,,240,195,,10,,,,,,5,4,6,0,Pd,,,,On,,On,,5,1,,,,,,,,,,,
SB,CalCOFI0604NH,4/12/2006,6:30,4/12/2006 6:30,8:00:00,4/12/2006 14:30,,,33.25783,-121.39517,DLC,ABD,,,,,,,,,,,,40,ABD,,60,185,,20,,,,,,2,2,4,0,Lo,,,,Off,,On,,9,,,,,,,,,,,,"OFF EFFORT SIGHTING, MILLING AROUND CTD CABLE ON STATION"
SB,CalCOFI0604NH,4/12/2006,12:20,4/12/2006 12:20,8:00:00,4/12/2006 20:20,,,33.60767,-120.74633,DLC,ABD,,,,,,,,,,,,41,ABD,,121,271,,40,,,,,,2,2,3,0,Pd,,,,Off,,On,,9,,,,,,,,,,,,ON STATION SIGHTING
SB,CalCOFI0604NH,4/13/2006,8:39,4/13/2006 8:39,8:00:00,4/13/2006 16:39,,,34.39317,-119.82450,DLC,ABD,,,,,,,,,,,,42,ABD,,235,251,4.8,,,,,,,2,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/13/2006,9:14,4/13/2006 9:14,8:00:00,4/13/2006 17:14,,,34.33300,-119.92517,DLC,ABD,,,,,,,,,,,,43,DLC,,235,173,3.2,,,,,,,4,4,5,0,Mn,,,,On,,Off,,1,4,,,,,,,,,,,2 ANIMALS WITH BIRDS WITH 3 ZC's
SB,CalCOFI0604NH,4/13/2006,9:49,4/13/2006 9:49,8:00:00,4/13/2006 17:49,,,34.28867,-120.00483,DLC,ABD,,,,,,,,,,,,44,ABD,,231,239,0.2,,,,,,,3,,,ND,Mn,,,,On,,Off,,4,"11, 9, 17",,Yes,ABD,D100,7,35,,,,,"3 MNS OF 1 PAIR AND ONE SINGLE ABOUT 100 DOLPHINS LIKELY DELPHINUS, PHOTOS 7-35 OF PAIR, 25-28 SINGLE ANIMAL"
SB,CalCOFI0604NH,4/13/2006,9:49,4/13/2006 9:49,8:00:00,4/13/2006 17:49,,,34.28867,-120.00483,DLC,ABD,,,,,,,,,,,,44A,ABD,,231,239,0.2,,,,,,,100,,,ND,UD,,,,On,,Off,,,,,,,,,,,,,,
SB,CalCOFI0604NH,4/13/2006,12:10,4/13/2006 12:10,8:00:00,4/13/2006 20:10,,,34.30483,-120.02750,DLC,ABD,,,,,,,,,,,,45,DLC,,263,129,1.6,,,,,,,2,,,0,Mn,,,,Off,,Off,,9,11,,Yes,ABD,D100,36,38,,,,,PAIR OF ANIMALS CLOSE TOGETHER
SB,CalCOFI0604NH,4/13/2006,13:10,4/13/2006 13:10,8:00:00,4/13/2006 21:10,,,34.31850,-120.12017,DLC,ABD,,,,,,,,,,,,46,DLC,,287,277,0.4,,,,,,,1,,,0,Mn,,,,On,,Off,,1,,,,,,,,,,,,"BLOW SEEN INITIALLY, 4 SURFACINGS EACH ABOUT 5 MINUTES APART, CAME WITHIN 1 RETICLE, TRAVEL DOWN PORT SIDE"
SB,CalCOFI0604NH,4/13/2006,13:53,4/13/2006 13:53,8:00:00,4/13/2006 21:53,,,34.35317,-120.25500,DLC,ABD,,,,,,,,,,,,47,DLC,,295,265,1.6,,,,,,,45,40,50,3,DC,,,,On,,Off,,5,1,,,ABD,D100,48,53,,,,,
SB,CalCOFI0604NH,4/13/2006,14:06,4/13/2006 14:06,8:00:00,4/13/2006 22:06,,,34.36500,-120.29317,DLC,ABD,,,,,,,,,,,,48,ABD,,295,325,3,,,,,,,3,,,0,Pd,,,,On,,Off,,2,5,,,,,,,,,,,
SB,CalCOFI0604NH,4/14/2006,7:48,4/14/2006 7:48,8:00:00,4/14/2006 15:48,,,33.81983,-121.83767,DLC,ABD,,,,,,,,,,,,50,DLC,,119,85,2.8,,,,,,,22,20,25,ND,Lo,Lb,24,76,Off,,On,,2,1,,,ABD,D100,85,87,,,,,LAGS STARTED TRAVELING WITH LISSO'S
SB,CalCOFI0604NH,4/16/2006,8:01,4/16/2006 8:01,8:00:00,4/16/2006 16:01,,,34.60550,-121.78183,DLC,ABD,,,,,,,,,,,,51,DLC,,54,22,2.6,,,,,,,10,8,10,0,Pd,,,,On,,On,,1,5,,,,,,,,,,,1 ANIMAL HAD A LONGER MORE SLENDER SHAPE WITH TYPICAL DALL'S COLOR PATTERN 
SB,CalCOFI0604NH,4/16/2006,8:13,4/16/2006 8:13,8:00:00,4/16/2006 16:13,,,34.62267,-121.74933,DLC,ABD,G,10,PC,50,,,,,,3,5,52,DLC,,54,354,5.2,,,,,,,2,,,0,Pd,,,,On,,On,,1,5,,,,,,,,,,,JOINED # 51 ON BOW
SB,CalCOFI0604NH,4/16/2006,12:31,4/16/2006 12:31,8:00:00,4/16/2006 20:31,,,34.78033,-121.42367,DLC,ABD,,,,,,,,,,,,53,DLC,,60,39,1,,,,,,,40,25,60,ND,Lo,,,,On,,On,,9,,,,,,,,,,,,"30 GULLS, 5 SOOTY SHEARWATERS, BIRDS ASSOCIATED. THERE MAY HAVE BEEN A SECOND SPECIES"
SB,CalCOFI0604NH,4/16/2006,12:48,4/16/2006 12:48,8:00:00,4/16/2006 20:48,,,34.80333,-121.37233,DLC,ABD,,,,,,,,,,,,54,ABD,,60,75,,120,,,,,,5,,,0,Lo,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/16/2006,13:02,4/16/2006 13:02,8:00:00,4/16/2006 21:02,,,34.82300,-121.32867,DLC,ABD,,,,,,,,,,,,55,DLC,,60,10,,20,,,,,,4,,,0,Lo,,,,On,,On,,5,,,,,,,,,,,,1 ZC ASSOCIATED
SB,CalCOFI0604NH,4/16/2006,13:06,4/16/2006 13:06,8:00:00,4/16/2006 21:06,,,34.82917,-121.31583,DLC,ABD,,,,,,,,,,,,56,DLC,,60,42,0.8,,,,,,,2,,,0,Lo,,,,On,,On,,8,,,,,,,,,,,,GULLS ASSOCIATED
SB,CalCOFI0604NH,4/16/2006,13:23,4/16/2006 13:23,8:00:00,4/16/2006 21:23,,,34.85550,-121.26300,DLC,ABD,,,,,,,,,,,,57,DLC,,60,33,0.4,,,,,,,1,,,0,Mn,,,,On,,On,,1,,,,,,,,,,,,"SURFACED A SECOND TIME AT 13:30, -90 OF BOW, FLUKE UP"
SB,CalCOFI0604NH,4/16/2006,17:02,4/16/2006 17:02,8:00:00,4/17/2006 1:02,,,34.91600,-121.07800,DLC,ABD,,,,,,,,,,,,58,DLC,,51,333,10,,,,,,,1,,,0,Ba,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/16/2006,17:05,4/16/2006 17:05,8:00:00,4/17/2006 1:05,,,34.92200,-121.06850,DLC,ABD,,,,,,,,,,,,59,ABD,,50,60,,50,,,,,,10,8,12,0,Lo,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/16/2006,17:08,4/16/2006 17:08,8:00:00,4/17/2006 1:08,,,34.92767,-121.06000,DLC,ABD,,,,,,,,,,,,60,ABD,,50,96,0.4,,,,,,,225,200,250,ND,Lo,Lb,22,78,On,,On,,9,8,,,,,,,,,,,"ABOUT 175 LB, AND 50 Los, LOTS OF AERIAL ACTIVITY!"
SP,CalCOFI0604NH,4/16/2006,17:15,4/16/2006 17:15,8:00:00,4/17/2006 1:15,,,34.93850,-121.04300,DLC,ABD,,,,,,,,,,,,60,ABD,,50,170,0.8,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
SB,CalCOFI0604NH,4/16/2006,17:21,4/16/2006 17:21,8:00:00,4/17/2006 1:21,,,34.95000,-121.02467,DLC,ABD,,,,,,,,,,,,61,ABD,,50,55,1.4,,,,,,,10,,,0,Lo,,,,On,,On,,1,5,,,ABD,D100,,,,,,,AERIAL ACTIVITY PHOTOS OF LAGS APPROACHING BOW
SB,CalCOFI0604NH,4/16/2006,17:21,4/16/2006 17:21,8:00:00,4/17/2006 1:21,,,34.95000,-121.02467,DLC,ABD,,,,,,,,,,,,62,UNK,,50,50,0.2,,,,,,,2,,,1,Mn,,,,Off,,On,,,,,,,,,,,,,,BLOW SIGHTED
SP,CalCOFI0604NH,4/16/2006,17:32,4/16/2006 17:32,8:00:00,4/17/2006 1:32,,,34.96800,-120.99617,DLC,ABD,,,,,,,,,,,,62,ABD,,50,128,0.8,,,,,,,2,,,1,Mn,,,,On,,On,,1,7,,,,,,,,,,,"MN CONFIRMED, TAIL SLAPPING"
SB,CalCOFI0604NH,4/16/2006,17:57,4/16/2006 17:57,8:00:00,4/17/2006 1:57,,,35.01017,-120.92867,DLC,ABD,,,,,,,,,,,,63,DLC,,50,31,0.8,,,,,,,2,,,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/16/2006,18:05,4/16/2006 18:05,8:00:00,4/17/2006 2:05,,,35.02433,-120.90600,DLC,ABD,,,,,,,,,,,,64,ABD,,50,90,,100,,,,,,5,,,0,Pd,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0604NH,4/16/2006,18:13,4/16/2006 18:13,8:00:00,4/17/2006 2:13,,,35.03550,-120.88800,DLC,ABD,,,,,,,,,,,,65,ABD,,45,160,,80,,,,,,5,,,0,Lo,,,,On,,On,,1,,,,,,,,,,,,"SIGHTED BEHIND THE SHIP  **changed May 2008 to ""on Effort"" for database--ABD"
SB,CalCOFI0604NH,4/16/2006,18:21,4/16/2006 18:21,8:00:00,4/17/2006 2:21,,,35.04933,-120.86500,DLC,ABD,,,,,,,,,,,,66,ABD,,45,87,2.8,,,,,,,5,4,5,0,Pd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0604NH,4/17/2006,11:49,4/17/2006 11:49,8:00:00,4/17/2006 19:49,,,33.89450,-120.17300,DLC,ABD,,,,,,,,,,,,67,DLC,,110,16,,200,,,,,,1,,,0,Mn,,,,Off,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0604NH,4/17/2006,15:57,4/17/2006 15:57,8:00:00,4/17/2006 23:57,,,33.96283,-119.35450,DLC,ABD,,,,,,,,,,,,68,ABD,,83,121,1.6,,,,,,,1,,,0,Mn,,,,On,,Off,,8,1,,,,,,,,,,,
