SB,CalCOFI0810NH,10/16/2008,14:01,10/16/2008 14:01,8:00:00,10/16/2008 22:01,,,30.95117,-121.35083,DLC,AMH,,,,,,,,,,,,6,AMH,1,,312,1.8,,,,,,,8,6,10,ND,UD,,,,ON,,ON,,0,,,,,,,,,,,,SPLASHES SEEN
SE,CalCOFI0810NH,10/16/2008,14:01,10/16/2008 14:01,8:00:00,10/16/2008 22:01,,,30.95117,-121.35083,DLC,AMH,,,,,,,,,,,,6,AMH,,,,,,,,,,,8,6,10,ND,UD,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0810NH,10/16/2008,14:34,10/16/2008 14:34,8:00:00,10/16/2008 22:34,,,30.90850,-121.43367,DLC,AMH,,,,,,,,,,,,7,AMH,1,,249,7.8,,,,,,,5,4,9,0,DD,,,,ON,,ON,,1,5,,,,,,,,,,,
SE,CalCOFI0810NH,10/16/2008,14:37,10/16/2008 14:37,8:00:00,10/16/2008 22:37,,,30.90433,-121.44133,DLC,AMH,,,,,,,,,,,,7,AMH,,,,,,,,,,,5,4,9,0,DD,,,,ON,,ON,,,,,,,,,,,,,,APPROACHED VESSEL AND THEN MOVED TO STERN
SB,CalCOFI0810NH,10/16/2008,14:53,10/16/2008 14:53,8:00:00,10/16/2008 22:53,,,30.88350,-121.48350,DLC,AMH,,,,,,,,,,,,8,AMH,1,,294,2.3,,,,,,,10,7,12,0,DD,,,,ON,,ON,,1,5,,,,,,,,,,,
SP,CalCOFI0810NH,10/16/2008,14:58,10/16/2008 14:58,8:00:00,10/16/2008 22:58,,,30.87783,-121.49533,DLC,AMH,,,,,,,,,,,,8,AMH,,,,,,,,,,,10,7,12,0,DD,,,,ON,,ON,,1,5,,,,,,,,,,,FIVE ANIMALS STAYED WITH SHIP BOWRIDING PLUS ONE ZC
SE,CalCOFI0810NH,10/16/2008,14:59,10/16/2008 14:59,8:00:00,10/16/2008 22:59,,,30.87583,-121.49983,DLC,AMH,,,,,,,,,,,,8,AMH,,,,,,,,,,,10,7,12,0,DD,,,,ON,,ON,,,,,,,,,,,,,,ANIMALS MOVED AWAY FROM VESSEL
SB,CalCOFI0810NH,10/17/2008,8:01,10/17/2008 8:01,8:00:00,10/17/2008 16:01,,,30.02767,-123.27383,AMH,DLC,,,,,,,,,,,,9,AMH,5,,164,,400,,,,,,7,6,9,1,DD,,,,ON,,ON,,1,5,,,,,,,,,,,"SMALLER GROUP FURTHER OUT, SOME ANIMALS (MOM AND CALF) APPROACHED SHIP"
SE,CalCOFI0810NH,10/17/2008,8:05,10/17/2008 8:05,8:00:00,10/17/2008 16:05,,,30.02183,-123.28333,AMH,DLC,,,,,,,,,,,,9,AMH,5,,74,2.6,,,,,,,7,6,9,1,DD,,,,ON,,ON,,1,,,,,,,,,,,,ANIMALS MOVED OFF BEHIND VESSEL
SB,CalCOFI0810NH,10/17/2008,15:53,10/17/2008 15:53,8:00:00,10/17/2008 23:53,,,30.27233,-123.89000,AMH,DLC,,,,,,,,,,,,10,AMH,1,,320,2.3,,,,,,,7,5,12,ND,DSP,,,,ON,,ON,,9,,,,,,,,,,,,
SE,CalCOFI0810NH,10/17/2008,15:57,10/17/2008 15:57,8:00:00,10/17/2008 23:57,,,30.28000,-123.89583,AMH,DLC,,,,,,,,,,,,10,AMH,1,,86,3.4,,,,,,,7,5,12,ND,DSP,,,,ON,,ON,,9,,,,,,,,,,,,LOW SURFACINGS
SB,CalCOFI0810NH,10/18/2008,11:56,10/18/2008 11:56,8:00:00,10/18/2008 19:56,,,31.25050,-122.33450,DLC,AMH,,,,,,,,,,,,11,AMH,1,,69,1.6,,,,,,,16,13,22,ND,DD,,,,OFF,,ON,,1,,,,,,,,,,,,CONFIRMED DD WITH 18X BINOS
SE,CalCOFI0810NH,10/18/2008,12:03,10/18/2008 12:03,8:00:00,10/18/2008 20:03,,,31.26017,-122.31383,DLC,AMH,,,,,,,,,,,,11,AMH,1,,134,1.2,,,,,,,16,13,22,ND,DD,,,,OFF,,ON,,1,,,,,,,,,,,,
SH,CalCOFI0810NH,10/18/2008,12:24,10/18/2008 12:24,8:00:00,10/18/2008 20:24,,,31.28683,-122.25667,DLC,AMH,,,,,,,,,,,,SH1,DLC,,,353,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO SHIP
SH,CalCOFI0810NH,10/18/2008,12:44,10/18/2008 12:44,8:00:00,10/18/2008 20:44,,,31.31350,-122.19917,DLC,AMH,,,,,,,,,,,,SH1,DLC,,,83,0.2,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO SHIP UPDATE
SB,CalCOFI0810NH,10/19/2008,6:25,10/19/2008 6:25,8:00:00,10/19/2008 14:25,,,32.19417,-120.45050,AMH,DLC,,,,,,,,,,,,12,AMH,5,,294,,200,,,,,,10,2,20,ND,DD,,,,OFF,,ON,,1,,,,,,,,,,,,KM INFORMED OBSERVERS OF SIGHTING BEFORE HEADING UP FOR WATCH.
SE,CalCOFI0810NH,10/19/2008,6:25,10/19/2008 6:25,8:00:00,10/19/2008 14:25,,,32.19417,-120.45050,AMH,DLC,,,,,,,,,,,,12,AMH,5,,294,,200,,,,,,10,2,20,ND,DD,,,,OFF,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0810NH,10/19/2008,7:23,10/19/2008 7:23,8:00:00,10/19/2008 15:23,,,32.27133,-120.28233,AMH,DLC,,,,,,,,,,,,13,AMH,1,,54,0.6,,,,,,,5,3,8,ND,GG,,,,OFF,,ON,,9,,,,,,,,,,,,NO DIRECTIONAL TRAVEL
SE,CalCOFI0810NH,10/19/2008,7:33,10/19/2008 7:33,8:00:00,10/19/2008 15:33,,,32.28333,-120.25500,AMH,DLC,,,,,,,,,,,,13,AMH,1,,207,2.3,,,,,,,5,3,8,ND,GG,,,,OFF,,ON,,9,,,,,,,,,,,,
SB,CalCOFI0810NH,10/19/2008,8:20,10/19/2008 8:20,8:00:00,10/19/2008 16:20,,,32.34367,-120.11433,AMH,DLC,,,,,,,,,,,,14,DLC,5,,76,3,,,,,,,230,195,280,ND,DD,,,,ON,,ON,,2,5,,,,,,,,,,,
SP,CalCOFI0810NH,10/19/2008,8:23,10/19/2008 8:23,8:00:00,10/19/2008 16:23,,,32.34767,-120.10417,AMH,DLC,,,,,,,,,,,,14,DLC,5,,76,2.2,,,2.2,2.0,53,71,230,195,280,ND,DD,,,,ON,,ON,,2,5,,,,,,,,,,,"LINE OF ANIMALS PASSING BY BOAT; ANIMALS FURTHER OUT APPROACHING BOAT, ANIMALS CLOSE TO BOAT ARE BOWRIDING"
SP,CalCOFI0810NH,10/19/2008,8:32,10/19/2008 8:32,8:00:00,10/19/2008 16:32,,,32.35950,-120.07717,AMH,DLC,,,,,,,,,,,,14,DLC,1,,234,0.6,,,,,,,230,195,280,ND,DD,,,,ON,,ON,,2,5,,,,,,,,,,,ABOUT 6 ANIMALS STILL BOWRIDING WITH SHIP
SB,CalCOFI0810NH,10/19/2008,8:48,10/19/2008 8:48,8:00:00,10/19/2008 16:48,,,32.38267,-120.03000,AMH,DLC,,,,,,,,,,,,15,DLC,5,,91,,275,,,,,,6,4,7,0,DD,,,,ON,,ON,,2,,,,,,,,,,,,SMALL GROUP PASSED BY VESSEL; DID NOT BOW RIDE
SE,CalCOFI0810NH,10/19/2008,8:48,10/19/2008 8:48,8:00:00,10/19/2008 16:48,,,32.38267,-120.03000,AMH,DLC,,,,,,,,,,,,15,DLC,,,,,,,,,,,6,4,7,0,DD,,,,ON,,ON,,2,,,,,,,,,,,,
SP,CalCOFI0810NH,10/19/2008,8:48,10/19/2008 8:48,8:00:00,10/19/2008 16:48,,,32.38267,-120.03000,AMH,DLC,,,,,,,,,,,,14,DLC,5,,46,,50,,,,,,3,3,5,0,DD,,,,ON,,ON,,5,,,,,,,,,,,,3-5 ANIMALS STICKING WITH SHIP
SE,CalCOFI0810NH,10/19/2008,8:53,10/19/2008 8:53,8:00:00,10/19/2008 16:53,,,32.38950,-120.01633,AMH,DLC,,,,,,,,,,,,14,DLC,,,,,,,,,,,3,3,5,0,DD,,,,ON,,ON,,5,,,,,,,,,,,,"ANIMALS STILL BOWRIDING, BUT ENDING TRANSECT"
SH,CalCOFI0810NH,10/19/2008,12:47,10/19/2008 12:47,8:00:00,10/19/2008 20:47,,,32.50533,-119.78167,AMH,DLC,,,,,,,,,,,,SH2,AMH,,,340,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,SHIP ON HORIZON
SB,CalCOFI0810NH,10/20/2008,6:10,10/20/2008 6:10,8:00:00,10/20/2008 14:10,,,33.28567,-118.18483,DLC,AMH,,,,,,,,,,,,16,KM,6,,219,1.7,,,,,,,18,12,23,ND,UD,,,,OFF,,ON,,1,,,,,,,,,,,,DETECTED BY ACOUSTIC ARRAY
SE,CalCOFI0810NH,10/20/2008,6:10,10/20/2008 6:10,8:00:00,10/20/2008 14:10,,,33.28567,-118.18483,DLC,AMH,,,,,,,,,,,,16,KM,,,,,,,,,,,18,12,23,ND,UD,,,,OFF,,ON,,1,,,,,,,,,,,,
SH,CalCOFI0810NH,10/20/2008,6:38,10/20/2008 6:38,8:00:00,10/20/2008 14:38,,,33.32300,-118.10500,DLC,AMH,,,,,,,,,,,,SH3,DLC,,,3,0.3,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,SMALL FISHING BOAT
SH,CalCOFI0810NH,10/20/2008,6:43,10/20/2008 6:43,8:00:00,10/20/2008 14:43,,,33.32983,-118.09100,DLC,AMH,,,,,,,,,,,,SH3,DLC,,,310,0.6,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,SMALL FISHING BOAT POSITION UPDATE
SB,CalCOFI0810NH,10/20/2008,9:43,10/20/2008 9:43,8:00:00,10/20/2008 17:43,,,33.41633,-117.90400,DLC,AMH,,,,,,,,,,,,17,KM,4,,43,,400,,400m,700m,23,65,115,80,140,1,TT,,,,OFF,,ON,,1,,,,,,,,,,,,SIGHTED WHILE ON STATION
SE,CalCOFI0810NH,10/20/2008,9:52,10/20/2008 9:52,8:00:00,10/20/2008 17:52,,,33.41600,-117.90400,DLC,AMH,,,,,,,,,,,,17,KM,4,,334,,,,,,,,115,80,140,1,TT,,,,OFF,,ON,,,,,,,,,,,,,,"MOVING AWAY, NORTH ALONG COASTLINE"
SB,CalCOFI0810NH,10/20/2008,10:46,10/20/2008 10:46,8:00:00,10/20/2008 18:46,,,33.47667,-117.78550,DLC,AMH,,,,,,,,,,,,18,AMH,1,,109,1,,,1.1,1.0,106,113,82,69,97,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SE,CalCOFI0810NH,10/20/2008,10:49,10/20/2008 10:49,8:00:00,10/20/2008 18:49,,,33.48067,-117.77750,DLC,AMH,,,,,,,,,,,,18,AMH,1,,197,1.7,,,,,,,82,69,97,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0810NH,10/20/2008,13:34,10/20/2008 13:34,8:00:00,10/20/2008 21:34,,,33.51733,-117.84250,DLC,AMH,,,,,,,,,,,,19,AMH,5,,16,,1000,,,,,,24,17,31,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,POSSIBLY TT
SE,CalCOFI0810NH,10/20/2008,13:37,10/20/2008 13:37,8:00:00,10/20/2008 21:37,,,33.52067,-117.85100,DLC,AMH,,,,,,,,,,,,19,AMH,5,,62,,1200,,,,,,24,17,31,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0810NH,10/20/2008,16:51,10/20/2008 16:51,8:00:00,10/21/2008 0:51,,,33.65267,-118.27400,DLC,AMH,,,,,,,,,,,,20,AMH,1,,330,,700,,,,,,24,18,32,ND,UD,,,,ON,,ON,,9,,,,,,,,,,,,
SE,CalCOFI0810NH,10/20/2008,16:51,10/20/2008 16:51,8:00:00,10/21/2008 0:51,,,33.65267,-118.27400,DLC,AMH,,,,,,,,,,,,20,AMH,,,,,,,,,,,24,18,32,ND,UD,,,,ON,,ON,,9,,,,,,,,,,,,
SB,CalCOFI0810NH,10/21/2008,6:48,10/21/2008 6:48,8:00:00,10/21/2008 14:48,,,33.56700,-119.17833,AMH,DLC,,,,,,,,,,,,21,AMH,1,,259,,,,,,,,5,4,7,0,DD,,,,ON,,ON,,9,,,,,,,,,,,,3 APPROACHED SHIP
SE,CalCOFI0810NH,10/21/2008,6:51,10/21/2008 6:51,8:00:00,10/21/2008 14:51,,,33.56267,-119.18783,AMH,DLC,,,,,,,,,,,,21,AMH,5,,246,,100,,,,,,23,19,31,0,DD,,,,ON,,ON,,9,,,,,,,,,,,,"GULLS, BROWN PELICANS; AND PINNIPEDS ASSOCIATED"
SB,CalCOFI0810NH,10/21/2008,7:03,10/21/2008 7:03,8:00:00,10/21/2008 15:03,,,33.54650,-119.21983,AMH,DLC,,,,,,,,,,,,22,DLC,1,,184,2.8,,,,,,,2,2,2,0,BBO/BE,,,,ON,,ON,,1,,,,,,,,,,,,SHALLOW SURFACINGS
SP,CalCOFI0810NH,10/21/2008,7:05,10/21/2008 7:05,8:00:00,10/21/2008 15:05,,,33.54417,-119.22450,AMH,DLC,,,,,,,,,,,,22,DLC,2,,120,2.5,,,,,,,2,2,2,0,BBO/BE,,,,ON,,ON,,1,,,,,,,,,,,,"TWO SIMULTANEOUS BLOWS, TWO BODIES SEEN SURFACING"
SE,CalCOFI0810NH,10/21/2008,7:07,10/21/2008 7:07,8:00:00,10/21/2008 15:07,,,33.54183,-119.22883,AMH,DLC,,,,,,,,,,,,22,DLC,2,,91,2,,,,,,,2,2,2,0,BBO/BE,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0810NH,10/21/2008,8:33,10/21/2008 8:33,8:00:00,10/21/2008 16:33,,,33.49133,-119.31133,AMH,DLC,,,,,,,,,,,,23,AMH,5,,180,2.8,,,,,,,2,2,2,1,BP,,,,OFF,,ON,,1,,,,AMH,DIGITAL,1,14,,,,,
SE,CalCOFI0810NH,10/21/2008,8:33,10/21/2008 8:33,8:00:00,10/21/2008 16:33,,,33.49133,-119.31133,AMH,DLC,,,,,,,,,,,,23,AMH,,,,,,,,,,,2,2,2,1,BP,,,,OFF,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0810NH,10/21/2008,10:20,10/21/2008 10:20,8:00:00,10/21/2008 18:20,,,33.47717,-119.35133,AMH,DLC,,,,,,,,,,,,24,AMH,2,,176,0.6,,,,,,,2,2,2,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,BP? DIDN'T GET GOOD LOOK AT FIN
SE,CalCOFI0810NH,10/21/2008,10:20,10/21/2008 10:20,8:00:00,10/21/2008 18:20,,,33.47717,-119.35133,AMH,DLC,,,,,,,,,,,,24,AMH,,,,,,,,,,,2,2,2,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,
SH,CalCOFI0810NH,10/21/2008,10:25,10/21/2008 10:25,8:00:00,10/21/2008 18:25,,,33.48050,-119.36650,AMH,DLC,,,,,,,,,,,,SH4,DLC,,,279,0.3,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO SHIP
SB,CalCOFI0810NH,10/21/2008,10:30,10/21/2008 10:30,8:00:00,10/21/2008 18:30,,,33.48500,-119.38150,AMH,DLC,,,,,,,,,,,,25,AMH,5,,250,4.9,,,,,,,1,1,1,0,BA,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0810NH,10/21/2008,10:30,10/21/2008 10:30,8:00:00,10/21/2008 18:30,,,33.48500,-119.38150,AMH,DLC,,,,,,,,,,,,25,AMH,,,,,,,,,,,1,1,1,0,BA,,,,ON,,ON,,1,,,,,,,,,,,,
SH,CalCOFI0810NH,10/21/2008,10:33,10/21/2008 10:33,8:00:00,10/21/2008 18:33,,,33.48750,-119.38967,AMH,DLC,,,,,,,,,,,,SH4,DLC,,,187,0.7,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO SHIP UPDATE
SB,CalCOFI0810NH,10/21/2008,10:58,10/21/2008 10:58,8:00:00,10/21/2008 18:58,,,33.44467,-119.45150,AMH,DLC,,,,,,,,,,,,26,UNK,2,,338,,500,,,,,,3,3,3,ND,UNID_CETAC,,,,OFF,,ON,,0,,,,,,,,,,,,OBSERVED BY SCIENTIST
SE,CalCOFI0810NH,10/21/2008,10:58,10/21/2008 10:58,8:00:00,10/21/2008 18:58,,,33.44467,-119.45150,AMH,DLC,,,,,,,,,,,,26,UNK,,,,,,,,,,,3,3,3,ND,UNID_CETAC,,,,OFF,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0810NH,10/21/2008,11:10,10/21/2008 11:10,8:00:00,10/21/2008 19:10,,,33.42450,-119.48033,AMH,DLC,,,,,,,,,,,,27,DLC,1,,204,2.8,,,,,204,241,11,10,13,ND,LO,,,,ON,,ON,,9,4,,,,,,,,,,,"BIRDS, SEA LIONS ASSOCIATED"
SE,CalCOFI0810NH,10/21/2008,11:12,10/21/2008 11:12,8:00:00,10/21/2008 19:12,,,33.42183,-119.48417,AMH,DLC,,,,,,,,,,,,27,DLC,1,,84,3.8,,,,,,,11,10,13,ND,LO,,,,ON,,ON,,9,4,,,,,,,,,,,
SB,CalCOFI0810NH,10/21/2008,14:30,10/21/2008 14:30,8:00:00,10/21/2008 22:30,,,33.29083,-119.74917,AMH,DLC,,,,,,,,,,,,28,AMH,2,,249,0.8,,,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0810NH,10/21/2008,14:41,10/21/2008 14:41,8:00:00,10/21/2008 22:41,,,33.27450,-119.77550,AMH,DLC,,,,,,,,,,,,29,AMH,2,,168,2.6,,,,,,,1,1,1,0,BP,,,,ON,,ON,,3,,,,,,,,,,,,
SE,CalCOFI0810NH,10/21/2008,14:41,10/21/2008 14:41,8:00:00,10/21/2008 22:41,,,33.27450,-119.77550,AMH,DLC,,,,,,,,,,,,28,AMH,2,,214,3.6,,,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0810NH,10/21/2008,14:42,10/21/2008 14:42,8:00:00,10/21/2008 22:42,,,33.27267,-119.77867,AMH,DLC,,,,,,,,,,,,29,AMH,2,,97,1.4,,,,,,,1,1,1,0,BP,,,,ON,,ON,,3,,,,,,,,,,,,
SB,CalCOFI0810NH,10/22/2008,8:47,10/22/2008 8:47,8:00:00,10/22/2008 16:47,,,32.42367,-121.52483,DLC,AMH,,,,,,,,,,,,30a,DLC,1,,221,4.8,,,,,,,13,10,16,2,DD,,,,ON,,ON,,1,5,,,,,,,,,,,BRIEF BOWRIDING
SE,CalCOFI0810NH,10/22/2008,8:50,10/22/2008 8:50,8:00:00,10/22/2008 16:50,,,32.41967,-121.53183,DLC,AMH,,,,,,,,,,,,30a,DLC,5,,19,,50,,,,,,13,10,16,2,DD,,,,ON,,ON,,1,,,,,,,,,,,,MOVED TO STERN
SB,CalCOFI0810NH,10/22/2008,9:57,10/22/2008 9:57,8:00:00,10/22/2008 17:57,,,32.32233,-121.71183,DLC,AMH,,,,,,,,,,,,31a,DLC,5,,27,,200,,,,,,16,12,18,0,DD,,,,OFF,,ON,,2,5,,,,,,,,,,,APPROACHED BOAT WHILE ARRIVING ON STATION AND CIRCLED BOAT WHILE ON STATION ; SPOTTED ANIMALS WHILE DEPLOYING SONOBOUYS
SE,CalCOFI0810NH,10/22/2008,9:57,10/22/2008 9:57,8:00:00,10/22/2008 17:57,,,32.32233,-121.71183,DLC,AMH,,,,,,,,,,,,31a,DLC,,,,,,,,,,,16,12,18,0,DD,,,,OFF,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0810NH,10/22/2008,10:39,10/22/2008 10:39,8:00:00,10/22/2008 18:39,,,32.32133,-121.72350,DLC,AMH,,,,,,,,,,,,32a,DLC,5,,298,,75,,,,,,6,5,7,ND,DD,,,,OFF,,ON,,9,,,,,,,,,,,,"CIRCLING AROUND BOW OF SHIP, INSPECTING CTD"
SE,CalCOFI0810NH,10/22/2008,10:39,10/22/2008 10:39,8:00:00,10/22/2008 18:39,,,32.32133,-121.72350,DLC,AMH,,,,,,,,,,,,32a,DLC,,,,,,,,,,,6,5,7,ND,DD,,,,OFF,,ON,,9,,,,,,,,,,,,
SB,CalCOFI0810NH,10/22/2008,12:15,10/22/2008 12:15,8:00:00,10/22/2008 20:15,,,32.32033,-121.76783,DLC,AMH,,,,,,,,,,,,32a,DLC,5,,272,,50,,,,,,6,5,7,0,DD,,,,ON,,ON,,5,,,,,,,,,,,,SIGHTING #32 STUCK WITH SHIP WHILE ON STATION  AND START OF TRANSIT
SH,CalCOFI0810NH,10/22/2008,12:29,10/22/2008 12:29,8:00:00,10/22/2008 20:29,,,32.30383,-121.80650,DLC,AMH,,,,,,,,,,,,SH5,AMH,,,290,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO SHIP
SE,CalCOFI0810NH,10/22/2008,12:37,10/22/2008 12:37,8:00:00,10/22/2008 20:37,,,32.29533,-121.83117,DLC,AMH,,,,,,,,,,,,32a,DLC,,,,,,,,,,,6,5,7,0,DD,,,,ON,,ON,,,,,,,,,,,,,,ANIMALS MOVED OFF
SH,CalCOFI0810NH,10/22/2008,12:44,10/22/2008 12:44,8:00:00,10/22/2008 20:44,,,32.28933,-121.85133,DLC,AMH,,,,,,,,,,,,SH5,DLC,,,191,0.3,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO SHIP POSITION UPDATE
SB,CalCOFI0810NH,10/22/2008,15:54,10/22/2008 15:54,8:00:00,10/22/2008 23:54,,,31.99600,-122.37583,DLC,AMH,,,,,,,,,,,,33a,AMH,1,,345,,450,,,,,,7,5,8,ND,DSP,,,,OFF,,ON,,2,,,,,,,,,,,,SPOTTED BY CHIEF SCIENTIST WHEN PULLING IN ARRAY
SE,CalCOFI0810NH,10/22/2008,15:54,10/22/2008 15:54,8:00:00,10/22/2008 23:54,,,31.99600,-122.37583,DLC,AMH,,,,,,,,,,,,33a,AMH,,,,,,,,,,,7,5,8,ND,DSP,,,,OFF,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0810NH,10/23/2008,13:09,10/23/2008 13:09,8:00:00,10/23/2008 21:09,,,31.96883,-124.08867,AMH,DLC,,,,,,,,,,,,30b,AMH,5,,56,2.4,,,,,,,10,9,12,0,DD,,,,ON,,ON,,2,5,,,,,,,,,,,SIGHTING NUMBERS 30-33 REPEATED SO A AND B WERE ADDED TO DISTINGUISH. THE A AND B NUMBERS WERE USED ON THE ACOUSTICS DATASHEETS.
SP,CalCOFI0810NH,10/23/2008,13:12,10/23/2008 13:12,8:00:00,10/23/2008 21:12,,,31.97250,-124.08017,AMH,DLC,,,,,,,,,,,,30b,AMH,5,,259,4.2,,,,,,,10,9,12,0,DD,,,,ON,,ON,,2,,,,,,,,,,,,2 ANIMALS STILL WITH SHIP
SB,CalCOFI0810NH,10/23/2008,13:16,10/23/2008 13:16,8:00:00,10/23/2008 21:16,,,31.97783,-124.06750,AMH,DLC,,,,,,,,,,,,31b,DLC,5,,132,1.6,,,1.6,1.0,116,144,120,110,160,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SE,CalCOFI0810NH,10/23/2008,13:16,10/23/2008 13:16,8:00:00,10/23/2008 21:16,,,31.97783,-124.06750,AMH,DLC,,,,,,,,,,,,30b,DLC,,,,,,,,,,,9,12,10,0,DD,,,,ON,,ON,,2,,,,,,,,,,,,
SE,CalCOFI0810NH,10/23/2008,13:21,10/23/2008 13:21,8:00:00,10/23/2008 21:21,,,31.98367,-124.05333,AMH,DLC,,,,,,,,,,,,31b,DLC,5,,221,0.9,,,,,,,120,110,160,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0810NH,10/23/2008,14:59,10/23/2008 14:59,8:00:00,10/23/2008 22:59,,,32.10600,-123.77783,AMH,DLC,,,,,,,,,,,,32b,DLC,1,,50,3.2,,,,,,,11,9,14,0,DD,,,,ON,,ON,,1,5,,,,,,,,,,,"ANIMALS APPROACHED, FEW STAYED TO BOWRIDE WHILE REST OF GROUP MOVED OFF"
SE,CalCOFI0810NH,10/23/2008,15:03,10/23/2008 15:03,8:00:00,10/23/2008 23:03,,,32.11117,-123.76700,AMH,DLC,,,,,,,,,,,,32b,DLC,,,,,,,,,,,11,9,14,0,DD,,,,ON,,ON,,,,,,,,,,,,,,ANIMALS MOVED OFF
